RequestID	OriginPort	OriginTime	NumOfEmptyPath	PathIDs
18	AGADIR	120	31	690,691,1306,2087,2088,2700,3377,3378,4003,4004,4814,4815,5507,5508,6232,7223,7224,7837,7838,8485,9012,9686,9687,10301,10304,11179,11180,11996,12814,12815,13425
19	AGADIR	127	31	692,693,1307,2089,2090,2701,3379,3380,4005,4006,4816,4817,5509,5510,6233,7225,7226,7839,7840,8486,9013,9688,9689,10303,10306,11181,11182,11997,12816,12817,13426
20	AGADIR	134	31	694,695,1308,2091,2092,2702,3381,3382,4007,4008,4818,4819,5511,5512,6234,7227,7228,7841,7842,8487,9014,9690,9691,10305,10308,11183,11184,11998,12818,12819,13427
21	AGADIR	141	31	696,697,1309,2093,2094,2703,3383,3384,4009,4010,4820,4821,5513,5514,6235,7229,7230,7843,7844,8488,9015,9692,9693,10307,10310,11185,11186,11999,12820,12821,13428
22	AGADIR	148	31	698,699,1310,2095,2096,2704,3385,3386,4011,4012,4822,4823,5515,5516,6236,7231,7232,7845,7846,8489,9016,9694,9695,10309,10312,11187,11188,12000,12822,12823,13429
23	AGADIR	155	31	700,701,1311,2097,2098,2705,3387,3388,4013,4014,4824,4825,5517,5518,6237,7233,7234,7847,7848,8490,9017,9696,9697,10311,10313,11189,11190,12001,12824,12825,13430
24	AGADIR	162	0	0
25	AGADIR	169	0	0
26	AGADIR	176	0	0
27	AGADIR	1	0	0
28	AGADIR	8	0	0
29	AGADIR	15	2	2685,11981
30	AGADIR	22	2	2686,11982
31	AGADIR	29	2	2687,11983
32	AGADIR	36	2	2688,11984
33	AGADIR	43	19	1294,1295,2689,3978,3979,3980,3981,6218,6219,6220,8474,9000,10278,10279,10281,11157,11158,11985,13414
34	AGADIR	50	21	1296,2690,3982,3983,3984,4795,5488,6221,6222,7818,8475,9001,9002,10280,10282,10284,11159,11160,11986,12795,13415
35	AGADIR	57	26	673,1297,2070,2691,3360,3985,3986,4796,4797,5489,5490,6223,7206,7819,7820,8476,9003,9669,10283,10286,11161,11162,11987,12796,12797,13416
36	AGADIR	64	31	674,675,1298,2071,2072,2692,3361,3362,3987,3988,4798,4799,5491,5492,6224,7207,7208,7821,7822,8477,9004,9670,9671,10285,10288,11163,11164,11988,12798,12799,13417
37	AGADIR	71	31	676,677,1299,2073,2074,2693,3363,3364,3989,3990,4800,4801,5493,5494,6225,7209,7210,7823,7824,8478,9005,9672,9673,10287,10290,11165,11166,11989,12800,12801,13418
38	AGADIR	78	31	678,679,1300,2075,2076,2694,3365,3366,3991,3992,4802,4803,5495,5496,6226,7211,7212,7825,7826,8479,9006,9674,9675,10289,10292,11167,11168,11990,12802,12803,13419
39	AGADIR	85	31	680,681,1301,2077,2078,2695,3367,3368,3993,3994,4804,4805,5497,5498,6227,7213,7214,7827,7828,8480,9007,9676,9677,10291,10294,11169,11170,11991,12804,12805,13420
40	AGADIR	92	31	682,683,1302,2079,2080,2696,3369,3370,3995,3996,4806,4807,5499,5500,6228,7215,7216,7829,7830,8481,9008,9678,9679,10293,10296,11171,11172,11992,12806,12807,13421
41	AGADIR	99	31	684,685,1303,2081,2082,2697,3371,3372,3997,3998,4808,4809,5501,5502,6229,7217,7218,7831,7832,8482,9009,9680,9681,10295,10298,11173,11174,11993,12808,12809,13422
42	AGADIR	106	31	686,687,1304,2083,2084,2698,3373,3374,3999,4000,4810,4811,5503,5504,6230,7219,7220,7833,7834,8483,9010,9682,9683,10297,10300,11175,11176,11994,12810,12811,13423
43	AGADIR	113	31	688,689,1305,2085,2086,2699,3375,3376,4001,4002,4812,4813,5505,5506,6231,7221,7222,7835,7836,8484,9011,9684,9685,10299,10302,11177,11178,11995,12812,12813,13424
44	AGADIR	120	31	690,691,1306,2087,2088,2700,3377,3378,4003,4004,4814,4815,5507,5508,6232,7223,7224,7837,7838,8485,9012,9686,9687,10301,10304,11179,11180,11996,12814,12815,13425
45	AGADIR	127	31	692,693,1307,2089,2090,2701,3379,3380,4005,4006,4816,4817,5509,5510,6233,7225,7226,7839,7840,8486,9013,9688,9689,10303,10306,11181,11182,11997,12816,12817,13426
46	AGADIR	134	31	694,695,1308,2091,2092,2702,3381,3382,4007,4008,4818,4819,5511,5512,6234,7227,7228,7841,7842,8487,9014,9690,9691,10305,10308,11183,11184,11998,12818,12819,13427
47	AGADIR	141	31	696,697,1309,2093,2094,2703,3383,3384,4009,4010,4820,4821,5513,5514,6235,7229,7230,7843,7844,8488,9015,9692,9693,10307,10310,11185,11186,11999,12820,12821,13428
48	AGADIR	148	31	698,699,1310,2095,2096,2704,3385,3386,4011,4012,4822,4823,5515,5516,6236,7231,7232,7845,7846,8489,9016,9694,9695,10309,10312,11187,11188,12000,12822,12823,13429
49	AGADIR	155	31	700,701,1311,2097,2098,2705,3387,3388,4013,4014,4824,4825,5517,5518,6237,7233,7234,7847,7848,8490,9017,9696,9697,10311,10313,11189,11190,12001,12824,12825,13430
50	AGADIR	162	0	0
51	AGADIR	169	0	0
52	AGADIR	176	0	0
53	AGADIR	1	0	0
54	AGADIR	8	0	0
55	AGADIR	15	2	2685,11981
56	AGADIR	22	2	2686,11982
57	AGADIR	29	2	2687,11983
58	AGADIR	36	2	2688,11984
59	AGADIR	43	19	1294,1295,2689,3978,3979,3980,3981,6218,6219,6220,8474,9000,10278,10279,10281,11157,11158,11985,13414
60	AGADIR	50	21	1296,2690,3982,3983,3984,4795,5488,6221,6222,7818,8475,9001,9002,10280,10282,10284,11159,11160,11986,12795,13415
61	AGADIR	57	26	673,1297,2070,2691,3360,3985,3986,4796,4797,5489,5490,6223,7206,7819,7820,8476,9003,9669,10283,10286,11161,11162,11987,12796,12797,13416
62	AGADIR	64	31	674,675,1298,2071,2072,2692,3361,3362,3987,3988,4798,4799,5491,5492,6224,7207,7208,7821,7822,8477,9004,9670,9671,10285,10288,11163,11164,11988,12798,12799,13417
63	AGADIR	71	31	676,677,1299,2073,2074,2693,3363,3364,3989,3990,4800,4801,5493,5494,6225,7209,7210,7823,7824,8478,9005,9672,9673,10287,10290,11165,11166,11989,12800,12801,13418
64	AGADIR	78	31	678,679,1300,2075,2076,2694,3365,3366,3991,3992,4802,4803,5495,5496,6226,7211,7212,7825,7826,8479,9006,9674,9675,10289,10292,11167,11168,11990,12802,12803,13419
65	AGADIR	85	31	680,681,1301,2077,2078,2695,3367,3368,3993,3994,4804,4805,5497,5498,6227,7213,7214,7827,7828,8480,9007,9676,9677,10291,10294,11169,11170,11991,12804,12805,13420
66	AGADIR	92	31	682,683,1302,2079,2080,2696,3369,3370,3995,3996,4806,4807,5499,5500,6228,7215,7216,7829,7830,8481,9008,9678,9679,10293,10296,11171,11172,11992,12806,12807,13421
67	AGADIR	99	31	684,685,1303,2081,2082,2697,3371,3372,3997,3998,4808,4809,5501,5502,6229,7217,7218,7831,7832,8482,9009,9680,9681,10295,10298,11173,11174,11993,12808,12809,13422
68	AGADIR	106	31	686,687,1304,2083,2084,2698,3373,3374,3999,4000,4810,4811,5503,5504,6230,7219,7220,7833,7834,8483,9010,9682,9683,10297,10300,11175,11176,11994,12810,12811,13423
69	AGADIR	113	31	688,689,1305,2085,2086,2699,3375,3376,4001,4002,4812,4813,5505,5506,6231,7221,7222,7835,7836,8484,9011,9684,9685,10299,10302,11177,11178,11995,12812,12813,13424
70	AGADIR	120	31	690,691,1306,2087,2088,2700,3377,3378,4003,4004,4814,4815,5507,5508,6232,7223,7224,7837,7838,8485,9012,9686,9687,10301,10304,11179,11180,11996,12814,12815,13425
71	AGADIR	127	31	692,693,1307,2089,2090,2701,3379,3380,4005,4006,4816,4817,5509,5510,6233,7225,7226,7839,7840,8486,9013,9688,9689,10303,10306,11181,11182,11997,12816,12817,13426
72	AGADIR	134	31	694,695,1308,2091,2092,2702,3381,3382,4007,4008,4818,4819,5511,5512,6234,7227,7228,7841,7842,8487,9014,9690,9691,10305,10308,11183,11184,11998,12818,12819,13427
73	AGADIR	141	31	696,697,1309,2093,2094,2703,3383,3384,4009,4010,4820,4821,5513,5514,6235,7229,7230,7843,7844,8488,9015,9692,9693,10307,10310,11185,11186,11999,12820,12821,13428
74	AGADIR	148	31	698,699,1310,2095,2096,2704,3385,3386,4011,4012,4822,4823,5515,5516,6236,7231,7232,7845,7846,8489,9016,9694,9695,10309,10312,11187,11188,12000,12822,12823,13429
75	AGADIR	155	31	700,701,1311,2097,2098,2705,3387,3388,4013,4014,4824,4825,5517,5518,6237,7233,7234,7847,7848,8490,9017,9696,9697,10311,10313,11189,11190,12001,12824,12825,13430
76	AGADIR	162	0	0
77	AGADIR	169	0	0
78	AGADIR	176	0	0
79	AGADIR	1	0	0
80	AGADIR	8	0	0
81	AGADIR	15	2	2685,11981
82	AGADIR	22	2	2686,11982
83	AGADIR	29	2	2687,11983
84	AGADIR	36	2	2688,11984
85	AGADIR	43	19	1294,1295,2689,3978,3979,3980,3981,6218,6219,6220,8474,9000,10278,10279,10281,11157,11158,11985,13414
86	AGADIR	50	21	1296,2690,3982,3983,3984,4795,5488,6221,6222,7818,8475,9001,9002,10280,10282,10284,11159,11160,11986,12795,13415
87	AGADIR	57	26	673,1297,2070,2691,3360,3985,3986,4796,4797,5489,5490,6223,7206,7819,7820,8476,9003,9669,10283,10286,11161,11162,11987,12796,12797,13416
88	AGADIR	64	31	674,675,1298,2071,2072,2692,3361,3362,3987,3988,4798,4799,5491,5492,6224,7207,7208,7821,7822,8477,9004,9670,9671,10285,10288,11163,11164,11988,12798,12799,13417
89	AGADIR	71	31	676,677,1299,2073,2074,2693,3363,3364,3989,3990,4800,4801,5493,5494,6225,7209,7210,7823,7824,8478,9005,9672,9673,10287,10290,11165,11166,11989,12800,12801,13418
90	AGADIR	78	31	678,679,1300,2075,2076,2694,3365,3366,3991,3992,4802,4803,5495,5496,6226,7211,7212,7825,7826,8479,9006,9674,9675,10289,10292,11167,11168,11990,12802,12803,13419
91	AGADIR	85	31	680,681,1301,2077,2078,2695,3367,3368,3993,3994,4804,4805,5497,5498,6227,7213,7214,7827,7828,8480,9007,9676,9677,10291,10294,11169,11170,11991,12804,12805,13420
92	AGADIR	92	31	682,683,1302,2079,2080,2696,3369,3370,3995,3996,4806,4807,5499,5500,6228,7215,7216,7829,7830,8481,9008,9678,9679,10293,10296,11171,11172,11992,12806,12807,13421
93	AGADIR	99	31	684,685,1303,2081,2082,2697,3371,3372,3997,3998,4808,4809,5501,5502,6229,7217,7218,7831,7832,8482,9009,9680,9681,10295,10298,11173,11174,11993,12808,12809,13422
94	AGADIR	106	31	686,687,1304,2083,2084,2698,3373,3374,3999,4000,4810,4811,5503,5504,6230,7219,7220,7833,7834,8483,9010,9682,9683,10297,10300,11175,11176,11994,12810,12811,13423
95	AGADIR	113	31	688,689,1305,2085,2086,2699,3375,3376,4001,4002,4812,4813,5505,5506,6231,7221,7222,7835,7836,8484,9011,9684,9685,10299,10302,11177,11178,11995,12812,12813,13424
96	AGADIR	120	31	690,691,1306,2087,2088,2700,3377,3378,4003,4004,4814,4815,5507,5508,6232,7223,7224,7837,7838,8485,9012,9686,9687,10301,10304,11179,11180,11996,12814,12815,13425
97	AGADIR	127	31	692,693,1307,2089,2090,2701,3379,3380,4005,4006,4816,4817,5509,5510,6233,7225,7226,7839,7840,8486,9013,9688,9689,10303,10306,11181,11182,11997,12816,12817,13426
98	AGADIR	134	31	694,695,1308,2091,2092,2702,3381,3382,4007,4008,4818,4819,5511,5512,6234,7227,7228,7841,7842,8487,9014,9690,9691,10305,10308,11183,11184,11998,12818,12819,13427
99	AGADIR	141	31	696,697,1309,2093,2094,2703,3383,3384,4009,4010,4820,4821,5513,5514,6235,7229,7230,7843,7844,8488,9015,9692,9693,10307,10310,11185,11186,11999,12820,12821,13428
100	AGADIR	148	31	698,699,1310,2095,2096,2704,3385,3386,4011,4012,4822,4823,5515,5516,6236,7231,7232,7845,7846,8489,9016,9694,9695,10309,10312,11187,11188,12000,12822,12823,13429
101	AGADIR	155	31	700,701,1311,2097,2098,2705,3387,3388,4013,4014,4824,4825,5517,5518,6237,7233,7234,7847,7848,8490,9017,9696,9697,10311,10313,11189,11190,12001,12824,12825,13430
102	AGADIR	162	0	0
103	AGADIR	169	0	0
104	AGADIR	176	0	0
105	AGADIR	1	0	0
106	AGADIR	8	0	0
107	AGADIR	15	2	2685,11981
108	AGADIR	22	2	2686,11982
109	AGADIR	29	2	2687,11983
110	AGADIR	36	2	2688,11984
111	AGADIR	43	19	1294,1295,2689,3978,3979,3980,3981,6218,6219,6220,8474,9000,10278,10279,10281,11157,11158,11985,13414
112	AGADIR	50	21	1296,2690,3982,3983,3984,4795,5488,6221,6222,7818,8475,9001,9002,10280,10282,10284,11159,11160,11986,12795,13415
113	AGADIR	57	26	673,1297,2070,2691,3360,3985,3986,4796,4797,5489,5490,6223,7206,7819,7820,8476,9003,9669,10283,10286,11161,11162,11987,12796,12797,13416
114	AGADIR	64	31	674,675,1298,2071,2072,2692,3361,3362,3987,3988,4798,4799,5491,5492,6224,7207,7208,7821,7822,8477,9004,9670,9671,10285,10288,11163,11164,11988,12798,12799,13417
115	AGADIR	71	31	676,677,1299,2073,2074,2693,3363,3364,3989,3990,4800,4801,5493,5494,6225,7209,7210,7823,7824,8478,9005,9672,9673,10287,10290,11165,11166,11989,12800,12801,13418
116	AGADIR	78	31	678,679,1300,2075,2076,2694,3365,3366,3991,3992,4802,4803,5495,5496,6226,7211,7212,7825,7826,8479,9006,9674,9675,10289,10292,11167,11168,11990,12802,12803,13419
117	AGADIR	85	31	680,681,1301,2077,2078,2695,3367,3368,3993,3994,4804,4805,5497,5498,6227,7213,7214,7827,7828,8480,9007,9676,9677,10291,10294,11169,11170,11991,12804,12805,13420
118	AGADIR	92	31	682,683,1302,2079,2080,2696,3369,3370,3995,3996,4806,4807,5499,5500,6228,7215,7216,7829,7830,8481,9008,9678,9679,10293,10296,11171,11172,11992,12806,12807,13421
119	AGADIR	99	31	684,685,1303,2081,2082,2697,3371,3372,3997,3998,4808,4809,5501,5502,6229,7217,7218,7831,7832,8482,9009,9680,9681,10295,10298,11173,11174,11993,12808,12809,13422
120	AGADIR	106	31	686,687,1304,2083,2084,2698,3373,3374,3999,4000,4810,4811,5503,5504,6230,7219,7220,7833,7834,8483,9010,9682,9683,10297,10300,11175,11176,11994,12810,12811,13423
121	AGADIR	113	31	688,689,1305,2085,2086,2699,3375,3376,4001,4002,4812,4813,5505,5506,6231,7221,7222,7835,7836,8484,9011,9684,9685,10299,10302,11177,11178,11995,12812,12813,13424
122	AGADIR	120	31	690,691,1306,2087,2088,2700,3377,3378,4003,4004,4814,4815,5507,5508,6232,7223,7224,7837,7838,8485,9012,9686,9687,10301,10304,11179,11180,11996,12814,12815,13425
123	AGADIR	127	31	692,693,1307,2089,2090,2701,3379,3380,4005,4006,4816,4817,5509,5510,6233,7225,7226,7839,7840,8486,9013,9688,9689,10303,10306,11181,11182,11997,12816,12817,13426
124	AGADIR	134	31	694,695,1308,2091,2092,2702,3381,3382,4007,4008,4818,4819,5511,5512,6234,7227,7228,7841,7842,8487,9014,9690,9691,10305,10308,11183,11184,11998,12818,12819,13427
125	AGADIR	141	31	696,697,1309,2093,2094,2703,3383,3384,4009,4010,4820,4821,5513,5514,6235,7229,7230,7843,7844,8488,9015,9692,9693,10307,10310,11185,11186,11999,12820,12821,13428
126	AGADIR	148	31	698,699,1310,2095,2096,2704,3385,3386,4011,4012,4822,4823,5515,5516,6236,7231,7232,7845,7846,8489,9016,9694,9695,10309,10312,11187,11188,12000,12822,12823,13429
127	AGADIR	155	31	700,701,1311,2097,2098,2705,3387,3388,4013,4014,4824,4825,5517,5518,6237,7233,7234,7847,7848,8490,9017,9696,9697,10311,10313,11189,11190,12001,12824,12825,13430
128	AGADIR	162	0	0
129	AGADIR	169	0	0
130	AGADIR	176	0	0
131	AGADIR	1	0	0
132	AGADIR	8	0	0
133	AGADIR	15	2	2685,11981
134	AGADIR	22	2	2686,11982
135	AGADIR	29	2	2687,11983
136	AGADIR	36	2	2688,11984
137	AGADIR	43	19	1294,1295,2689,3978,3979,3980,3981,6218,6219,6220,8474,9000,10278,10279,10281,11157,11158,11985,13414
138	AGADIR	50	21	1296,2690,3982,3983,3984,4795,5488,6221,6222,7818,8475,9001,9002,10280,10282,10284,11159,11160,11986,12795,13415
139	AGADIR	57	26	673,1297,2070,2691,3360,3985,3986,4796,4797,5489,5490,6223,7206,7819,7820,8476,9003,9669,10283,10286,11161,11162,11987,12796,12797,13416
140	AGADIR	64	31	674,675,1298,2071,2072,2692,3361,3362,3987,3988,4798,4799,5491,5492,6224,7207,7208,7821,7822,8477,9004,9670,9671,10285,10288,11163,11164,11988,12798,12799,13417
141	AGADIR	71	31	676,677,1299,2073,2074,2693,3363,3364,3989,3990,4800,4801,5493,5494,6225,7209,7210,7823,7824,8478,9005,9672,9673,10287,10290,11165,11166,11989,12800,12801,13418
142	AGADIR	78	31	678,679,1300,2075,2076,2694,3365,3366,3991,3992,4802,4803,5495,5496,6226,7211,7212,7825,7826,8479,9006,9674,9675,10289,10292,11167,11168,11990,12802,12803,13419
143	AGADIR	85	31	680,681,1301,2077,2078,2695,3367,3368,3993,3994,4804,4805,5497,5498,6227,7213,7214,7827,7828,8480,9007,9676,9677,10291,10294,11169,11170,11991,12804,12805,13420
144	AGADIR	92	31	682,683,1302,2079,2080,2696,3369,3370,3995,3996,4806,4807,5499,5500,6228,7215,7216,7829,7830,8481,9008,9678,9679,10293,10296,11171,11172,11992,12806,12807,13421
145	AGADIR	99	31	684,685,1303,2081,2082,2697,3371,3372,3997,3998,4808,4809,5501,5502,6229,7217,7218,7831,7832,8482,9009,9680,9681,10295,10298,11173,11174,11993,12808,12809,13422
146	AGADIR	106	31	686,687,1304,2083,2084,2698,3373,3374,3999,4000,4810,4811,5503,5504,6230,7219,7220,7833,7834,8483,9010,9682,9683,10297,10300,11175,11176,11994,12810,12811,13423
147	AGADIR	113	31	688,689,1305,2085,2086,2699,3375,3376,4001,4002,4812,4813,5505,5506,6231,7221,7222,7835,7836,8484,9011,9684,9685,10299,10302,11177,11178,11995,12812,12813,13424
148	AGADIR	120	31	690,691,1306,2087,2088,2700,3377,3378,4003,4004,4814,4815,5507,5508,6232,7223,7224,7837,7838,8485,9012,9686,9687,10301,10304,11179,11180,11996,12814,12815,13425
149	AGADIR	127	31	692,693,1307,2089,2090,2701,3379,3380,4005,4006,4816,4817,5509,5510,6233,7225,7226,7839,7840,8486,9013,9688,9689,10303,10306,11181,11182,11997,12816,12817,13426
150	AGADIR	134	31	694,695,1308,2091,2092,2702,3381,3382,4007,4008,4818,4819,5511,5512,6234,7227,7228,7841,7842,8487,9014,9690,9691,10305,10308,11183,11184,11998,12818,12819,13427
151	AGADIR	141	31	696,697,1309,2093,2094,2703,3383,3384,4009,4010,4820,4821,5513,5514,6235,7229,7230,7843,7844,8488,9015,9692,9693,10307,10310,11185,11186,11999,12820,12821,13428
152	AGADIR	148	31	698,699,1310,2095,2096,2704,3385,3386,4011,4012,4822,4823,5515,5516,6236,7231,7232,7845,7846,8489,9016,9694,9695,10309,10312,11187,11188,12000,12822,12823,13429
153	AGADIR	155	31	700,701,1311,2097,2098,2705,3387,3388,4013,4014,4824,4825,5517,5518,6237,7233,7234,7847,7848,8490,9017,9696,9697,10311,10313,11189,11190,12001,12824,12825,13430
154	AGADIR	162	0	0
155	AGADIR	169	0	0
156	AGADIR	176	0	0
157	AGADIR	1	0	0
158	AGADIR	8	0	0
159	AGADIR	15	2	2685,11981
160	AGADIR	22	2	2686,11982
161	AGADIR	29	2	2687,11983
162	AGADIR	36	2	2688,11984
163	AGADIR	43	19	1294,1295,2689,3978,3979,3980,3981,6218,6219,6220,8474,9000,10278,10279,10281,11157,11158,11985,13414
164	AGADIR	50	21	1296,2690,3982,3983,3984,4795,5488,6221,6222,7818,8475,9001,9002,10280,10282,10284,11159,11160,11986,12795,13415
165	AGADIR	57	26	673,1297,2070,2691,3360,3985,3986,4796,4797,5489,5490,6223,7206,7819,7820,8476,9003,9669,10283,10286,11161,11162,11987,12796,12797,13416
166	AGADIR	64	31	674,675,1298,2071,2072,2692,3361,3362,3987,3988,4798,4799,5491,5492,6224,7207,7208,7821,7822,8477,9004,9670,9671,10285,10288,11163,11164,11988,12798,12799,13417
167	AGADIR	71	31	676,677,1299,2073,2074,2693,3363,3364,3989,3990,4800,4801,5493,5494,6225,7209,7210,7823,7824,8478,9005,9672,9673,10287,10290,11165,11166,11989,12800,12801,13418
168	AGADIR	78	31	678,679,1300,2075,2076,2694,3365,3366,3991,3992,4802,4803,5495,5496,6226,7211,7212,7825,7826,8479,9006,9674,9675,10289,10292,11167,11168,11990,12802,12803,13419
169	AGADIR	85	31	680,681,1301,2077,2078,2695,3367,3368,3993,3994,4804,4805,5497,5498,6227,7213,7214,7827,7828,8480,9007,9676,9677,10291,10294,11169,11170,11991,12804,12805,13420
170	AGADIR	92	31	682,683,1302,2079,2080,2696,3369,3370,3995,3996,4806,4807,5499,5500,6228,7215,7216,7829,7830,8481,9008,9678,9679,10293,10296,11171,11172,11992,12806,12807,13421
171	AGADIR	99	31	684,685,1303,2081,2082,2697,3371,3372,3997,3998,4808,4809,5501,5502,6229,7217,7218,7831,7832,8482,9009,9680,9681,10295,10298,11173,11174,11993,12808,12809,13422
172	AGADIR	106	31	686,687,1304,2083,2084,2698,3373,3374,3999,4000,4810,4811,5503,5504,6230,7219,7220,7833,7834,8483,9010,9682,9683,10297,10300,11175,11176,11994,12810,12811,13423
173	AGADIR	113	31	688,689,1305,2085,2086,2699,3375,3376,4001,4002,4812,4813,5505,5506,6231,7221,7222,7835,7836,8484,9011,9684,9685,10299,10302,11177,11178,11995,12812,12813,13424
174	AGADIR	120	31	690,691,1306,2087,2088,2700,3377,3378,4003,4004,4814,4815,5507,5508,6232,7223,7224,7837,7838,8485,9012,9686,9687,10301,10304,11179,11180,11996,12814,12815,13425
175	AGADIR	127	31	692,693,1307,2089,2090,2701,3379,3380,4005,4006,4816,4817,5509,5510,6233,7225,7226,7839,7840,8486,9013,9688,9689,10303,10306,11181,11182,11997,12816,12817,13426
176	AGADIR	134	31	694,695,1308,2091,2092,2702,3381,3382,4007,4008,4818,4819,5511,5512,6234,7227,7228,7841,7842,8487,9014,9690,9691,10305,10308,11183,11184,11998,12818,12819,13427
177	AGADIR	141	31	696,697,1309,2093,2094,2703,3383,3384,4009,4010,4820,4821,5513,5514,6235,7229,7230,7843,7844,8488,9015,9692,9693,10307,10310,11185,11186,11999,12820,12821,13428
178	AGADIR	148	31	698,699,1310,2095,2096,2704,3385,3386,4011,4012,4822,4823,5515,5516,6236,7231,7232,7845,7846,8489,9016,9694,9695,10309,10312,11187,11188,12000,12822,12823,13429
179	AGADIR	155	31	700,701,1311,2097,2098,2705,3387,3388,4013,4014,4824,4825,5517,5518,6237,7233,7234,7847,7848,8490,9017,9696,9697,10311,10313,11189,11190,12001,12824,12825,13430
180	AGADIR	162	0	0
181	AGADIR	169	0	0
182	AGADIR	176	0	0
183	AGADIR	1	0	0
184	AGADIR	8	0	0
185	AGADIR	15	2	2685,11981
186	AGADIR	22	2	2686,11982
187	AGADIR	29	2	2687,11983
188	AGADIR	36	2	2688,11984
189	AGADIR	43	19	1294,1295,2689,3978,3979,3980,3981,6218,6219,6220,8474,9000,10278,10279,10281,11157,11158,11985,13414
190	AGADIR	50	21	1296,2690,3982,3983,3984,4795,5488,6221,6222,7818,8475,9001,9002,10280,10282,10284,11159,11160,11986,12795,13415
191	AGADIR	57	26	673,1297,2070,2691,3360,3985,3986,4796,4797,5489,5490,6223,7206,7819,7820,8476,9003,9669,10283,10286,11161,11162,11987,12796,12797,13416
192	AGADIR	64	31	674,675,1298,2071,2072,2692,3361,3362,3987,3988,4798,4799,5491,5492,6224,7207,7208,7821,7822,8477,9004,9670,9671,10285,10288,11163,11164,11988,12798,12799,13417
193	AGADIR	71	31	676,677,1299,2073,2074,2693,3363,3364,3989,3990,4800,4801,5493,5494,6225,7209,7210,7823,7824,8478,9005,9672,9673,10287,10290,11165,11166,11989,12800,12801,13418
194	AGADIR	78	31	678,679,1300,2075,2076,2694,3365,3366,3991,3992,4802,4803,5495,5496,6226,7211,7212,7825,7826,8479,9006,9674,9675,10289,10292,11167,11168,11990,12802,12803,13419
195	AGADIR	85	31	680,681,1301,2077,2078,2695,3367,3368,3993,3994,4804,4805,5497,5498,6227,7213,7214,7827,7828,8480,9007,9676,9677,10291,10294,11169,11170,11991,12804,12805,13420
196	AGADIR	92	31	682,683,1302,2079,2080,2696,3369,3370,3995,3996,4806,4807,5499,5500,6228,7215,7216,7829,7830,8481,9008,9678,9679,10293,10296,11171,11172,11992,12806,12807,13421
197	AGADIR	99	31	684,685,1303,2081,2082,2697,3371,3372,3997,3998,4808,4809,5501,5502,6229,7217,7218,7831,7832,8482,9009,9680,9681,10295,10298,11173,11174,11993,12808,12809,13422
198	AGADIR	106	31	686,687,1304,2083,2084,2698,3373,3374,3999,4000,4810,4811,5503,5504,6230,7219,7220,7833,7834,8483,9010,9682,9683,10297,10300,11175,11176,11994,12810,12811,13423
199	AGADIR	113	31	688,689,1305,2085,2086,2699,3375,3376,4001,4002,4812,4813,5505,5506,6231,7221,7222,7835,7836,8484,9011,9684,9685,10299,10302,11177,11178,11995,12812,12813,13424
