PathID	OriginPort	OriginTime	DestinationPort	DestinationTime	PathTime	TransshipPort	TransshipTime	PortPath_length	PortPath	Arcs_length	Arcs_ID
69	A1	52	A5	95	43	B2,A6	0,2	7	A1,B2,B1,A7,A4,A6,A5	8	308,1076,696,697,698,729,1483,488
70	A1	59	A5	102	43	B2,A6	0,2	7	A1,B2,B1,A7,A4,A6,A5	8	314,1084,702,703,704,735,1488,494
71	A1	66	A5	109	43	B2,A6	0,2	7	A1,B2,B1,A7,A4,A6,A5	8	320,1092,708,709,710,741,1493,500
72	A1	73	A5	116	43	B2,A6	0,2	7	A1,B2,B1,A7,A4,A6,A5	8	326,1100,714,715,716,746,1498,506
73	A1	80	A5	123	43	B2,A6	0,2	7	A1,B2,B1,A7,A4,A6,A5	8	332,1108,720,721,722,751,1503,512
74	A1	87	A5	130	43	B2,A6	0,2	7	A1,B2,B1,A7,A4,A6,A5	8	338,1116,726,727,728,756,1508,518
75	A1	94	A5	137	43	B2,A6	0,2	7	A1,B2,B1,A7,A4,A6,A5	8	344,1124,732,733,734,761,1513,524
76	A1	10	A5	49	39	B2	0	7	A1,B2,B1,A7,A4,A6,A5	7	267,1023,655,656,657,693,694
77	A1	17	A5	56	39	B2	0	7	A1,B2,B1,A7,A4,A6,A5	7	274,1032,662,663,664,699,700
78	A1	24	A5	63	39	B2	0	7	A1,B2,B1,A7,A4,A6,A5	7	281,1041,669,670,671,705,706
79	A1	31	A5	70	39	B2	0	7	A1,B2,B1,A7,A4,A6,A5	7	288,1050,676,677,678,711,712
80	A1	38	A5	77	39	B2	0	7	A1,B2,B1,A7,A4,A6,A5	7	295,1059,683,684,685,717,718
81	A1	45	A5	84	39	B2	0	7	A1,B2,B1,A7,A4,A6,A5	7	302,1068,690,691,692,723,724
82	A1	52	A5	91	39	B2	0	7	A1,B2,B1,A7,A4,A6,A5	7	308,1076,696,697,698,729,730
83	A1	59	A5	98	39	B2	0	7	A1,B2,B1,A7,A4,A6,A5	7	314,1084,702,703,704,735,736
84	A1	66	A5	105	39	B2	0	7	A1,B2,B1,A7,A4,A6,A5	7	320,1092,708,709,710,741,742
85	A1	73	A5	112	39	B2	0	7	A1,B2,B1,A7,A4,A6,A5	7	326,1100,714,715,716,746,747
86	A1	80	A5	119	39	B2	0	7	A1,B2,B1,A7,A4,A6,A5	7	332,1108,720,721,722,751,752
87	A1	87	A5	126	39	B2	0	7	A1,B2,B1,A7,A4,A6,A5	7	338,1116,726,727,728,756,757
88	A1	94	A5	133	39	B2	0	7	A1,B2,B1,A7,A4,A6,A5	7	344,1124,732,733,734,761,762
89	A1	101	A5	140	39	B2	0	7	A1,B2,B1,A7,A4,A6,A5	7	350,1132,738,739,740,766,767
90	A1	9	A5	46	37	0	0	5	A1,B4,B5,A6,A5	4	438,439,440,441
91	A1	16	A5	53	37	0	0	5	A1,B4,B5,A6,A5	4	445,446,447,448
92	A1	23	A5	60	37	0	0	5	A1,B4,B5,A6,A5	4	452,453,454,455
93	A1	30	A5	67	37	0	0	5	A1,B4,B5,A6,A5	4	459,460,461,462
94	A1	37	A5	74	37	0	0	5	A1,B4,B5,A6,A5	4	466,467,468,469
95	A1	44	A5	81	37	0	0	5	A1,B4,B5,A6,A5	4	473,474,475,476
96	A1	51	A5	88	37	0	0	5	A1,B4,B5,A6,A5	4	479,480,481,482
97	A1	58	A5	95	37	0	0	5	A1,B4,B5,A6,A5	4	485,486,487,488
98	A1	65	A5	102	37	0	0	5	A1,B4,B5,A6,A5	4	491,492,493,494
99	A1	72	A5	109	37	0	0	5	A1,B4,B5,A6,A5	4	497,498,499,500
100	A1	79	A5	116	37	0	0	5	A1,B4,B5,A6,A5	4	503,504,505,506
101	A1	86	A5	123	37	0	0	5	A1,B4,B5,A6,A5	4	509,510,511,512
102	A1	93	A5	130	37	0	0	5	A1,B4,B5,A6,A5	4	515,516,517,518
103	A1	100	A5	137	37	0	0	5	A1,B4,B5,A6,A5	4	521,522,523,524
104	A1	10	A6	48	38	B2	0	6	A1,B2,B1,A7,A4,A6	6	267,1023,655,656,657,693
105	A1	17	A6	55	38	B2	0	6	A1,B2,B1,A7,A4,A6	6	274,1032,662,663,664,699
106	A1	24	A6	62	38	B2	0	6	A1,B2,B1,A7,A4,A6	6	281,1041,669,670,671,705
107	A1	31	A6	69	38	B2	0	6	A1,B2,B1,A7,A4,A6	6	288,1050,676,677,678,711
108	A1	38	A6	76	38	B2	0	6	A1,B2,B1,A7,A4,A6	6	295,1059,683,684,685,717
109	A1	45	A6	83	38	B2	0	6	A1,B2,B1,A7,A4,A6	6	302,1068,690,691,692,723
110	A1	52	A6	90	38	B2	0	6	A1,B2,B1,A7,A4,A6	6	308,1076,696,697,698,729
111	A1	59	A6	97	38	B2	0	6	A1,B2,B1,A7,A4,A6	6	314,1084,702,703,704,735
112	A1	66	A6	104	38	B2	0	6	A1,B2,B1,A7,A4,A6	6	320,1092,708,709,710,741
113	A1	73	A6	111	38	B2	0	6	A1,B2,B1,A7,A4,A6	6	326,1100,714,715,716,746
114	A1	80	A6	118	38	B2	0	6	A1,B2,B1,A7,A4,A6	6	332,1108,720,721,722,751
115	A1	87	A6	125	38	B2	0	6	A1,B2,B1,A7,A4,A6	6	338,1116,726,727,728,756
116	A1	94	A6	132	38	B2	0	6	A1,B2,B1,A7,A4,A6	6	344,1124,732,733,734,761
117	A1	101	A6	139	38	B2	0	6	A1,B2,B1,A7,A4,A6	6	350,1132,738,739,740,766
118	A1	9	A6	43	34	0	0	4	A1,B4,B5,A6	3	438,439,440
119	A1	16	A6	50	34	0	0	4	A1,B4,B5,A6	3	445,446,447
120	A1	23	A6	57	34	0	0	4	A1,B4,B5,A6	3	452,453,454
121	A1	30	A6	64	34	0	0	4	A1,B4,B5,A6	3	459,460,461
122	A1	37	A6	71	34	0	0	4	A1,B4,B5,A6	3	466,467,468
123	A1	44	A6	78	34	0	0	4	A1,B4,B5,A6	3	473,474,475
124	A1	51	A6	85	34	0	0	4	A1,B4,B5,A6	3	479,480,481
125	A1	58	A6	92	34	0	0	4	A1,B4,B5,A6	3	485,486,487
126	A1	65	A6	99	34	0	0	4	A1,B4,B5,A6	3	491,492,493
127	A1	72	A6	106	34	0	0	4	A1,B4,B5,A6	3	497,498,499
128	A1	79	A6	113	34	0	0	4	A1,B4,B5,A6	3	503,504,505
129	A1	86	A6	120	34	0	0	4	A1,B4,B5,A6	3	509,510,511
130	A1	93	A6	127	34	0	0	4	A1,B4,B5,A6	3	515,516,517
131	A1	100	A6	134	34	0	0	4	A1,B4,B5,A6	3	521,522,523
132	A1	107	A6	141	34	0	0	4	A1,B4,B5,A6	3	527,528,529
133	A1	114	A6	148	34	0	0	4	A1,B4,B5,A6	3	532,533,534
134	A1	121	A6	155	34	0	0	4	A1,B4,B5,A6	3	537,538,539
135	A1	128	A6	162	34	0	0	4	A1,B4,B5,A6	3	542,543,544
136	A1	135	A6	169	34	0	0	4	A1,B4,B5,A6	3	547,548,549
137	A1	142	A6	176	34	0	0	4	A1,B4,B5,A6	3	552,553,554
138	A1	10	A7	45	35	B2	0	4	A1,B2,B1,A7	4	267,1023,655,656
139	A1	17	A7	52	35	B2	0	4	A1,B2,B1,A7	4	274,1032,662,663
140	A1	24	A7	59	35	B2	0	4	A1,B2,B1,A7	4	281,1041,669,670
141	A1	31	A7	66	35	B2	0	4	A1,B2,B1,A7	4	288,1050,676,677
142	A1	38	A7	73	35	B2	0	4	A1,B2,B1,A7	4	295,1059,683,684
143	A1	45	A7	80	35	B2	0	4	A1,B2,B1,A7	4	302,1068,690,691
144	A1	52	A7	87	35	B2	0	4	A1,B2,B1,A7	4	308,1076,696,697
145	A1	59	A7	94	35	B2	0	4	A1,B2,B1,A7	4	314,1084,702,703
146	A1	66	A7	101	35	B2	0	4	A1,B2,B1,A7	4	320,1092,708,709
147	A1	73	A7	108	35	B2	0	4	A1,B2,B1,A7	4	326,1100,714,715
148	A1	80	A7	115	35	B2	0	4	A1,B2,B1,A7	4	332,1108,720,721
149	A1	87	A7	122	35	B2	0	4	A1,B2,B1,A7	4	338,1116,726,727
150	A1	94	A7	129	35	B2	0	4	A1,B2,B1,A7	4	344,1124,732,733
151	A1	101	A7	136	35	B2	0	4	A1,B2,B1,A7	4	350,1132,738,739
152	A1	108	A7	143	35	B2	0	4	A1,B2,B1,A7	4	356,1140,744,745
153	A1	115	A7	150	35	B2	0	4	A1,B2,B1,A7	4	361,1148,749,750
154	A1	122	A7	157	35	B2	0	4	A1,B2,B1,A7	4	366,1156,754,755
155	A1	129	A7	164	35	B2	0	4	A1,B2,B1,A7	4	371,1164,759,760
156	A1	136	A7	171	35	B2	0	4	A1,B2,B1,A7	4	376,1171,764,765
157	A1	143	A7	178	35	B2	0	4	A1,B2,B1,A7	4	381,1176,769,770
158	A1	10	A8	47	37	0	0	5	A1,B2,B3,D1,A8	4	267,268,269,270
159	A1	17	A8	54	37	0	0	5	A1,B2,B3,D1,A8	4	274,275,276,277
160	A1	24	A8	61	37	0	0	5	A1,B2,B3,D1,A8	4	281,282,283,284
161	A1	31	A8	68	37	0	0	5	A1,B2,B3,D1,A8	4	288,289,290,291
162	A1	38	A8	75	37	0	0	5	A1,B2,B3,D1,A8	4	295,296,297,298
163	A1	45	A8	82	37	0	0	5	A1,B2,B3,D1,A8	4	302,303,304,305
164	A1	52	A8	89	37	0	0	5	A1,B2,B3,D1,A8	4	308,309,310,311
165	A1	59	A8	96	37	0	0	5	A1,B2,B3,D1,A8	4	314,315,316,317
166	A1	66	A8	103	37	0	0	5	A1,B2,B3,D1,A8	4	320,321,322,323
167	A1	73	A8	110	37	0	0	5	A1,B2,B3,D1,A8	4	326,327,328,329
168	A1	80	A8	117	37	0	0	5	A1,B2,B3,D1,A8	4	332,333,334,335
169	A1	87	A8	124	37	0	0	5	A1,B2,B3,D1,A8	4	338,339,340,341
170	A1	94	A8	131	37	0	0	5	A1,B2,B3,D1,A8	4	344,345,346,347
171	A1	101	A8	138	37	0	0	5	A1,B2,B3,D1,A8	4	350,351,352,353
172	A1	108	A8	145	37	0	0	5	A1,B2,B3,D1,A8	4	356,357,358,359
173	A1	115	A8	152	37	0	0	5	A1,B2,B3,D1,A8	4	361,362,363,364
174	A1	122	A8	159	37	0	0	5	A1,B2,B3,D1,A8	4	366,367,368,369
175	A1	129	A8	166	37	0	0	5	A1,B2,B3,D1,A8	4	371,372,373,374
176	A1	136	A8	173	37	0	0	5	A1,B2,B3,D1,A8	4	376,377,378,379
177	A1	143	A8	180	37	0	0	5	A1,B2,B3,D1,A8	4	381,382,383,384
178	A1	10	A9	50	40	B2,A4	0,3	6	A1,B2,B1,A7,A4,A9	7	267,1023,655,656,657,1452,784
179	A1	17	A9	57	40	B2,A4	0,3	6	A1,B2,B1,A7,A4,A9	7	274,1032,662,663,664,1457,791
180	A1	24	A9	64	40	B2,A4	0,3	6	A1,B2,B1,A7,A4,A9	7	281,1041,669,670,671,1462,798
181	A1	31	A9	71	40	B2,A4	0,3	6	A1,B2,B1,A7,A4,A9	7	288,1050,676,677,678,1467,805
182	A1	38	A9	78	40	B2,A4	0,3	6	A1,B2,B1,A7,A4,A9	7	295,1059,683,684,685,1472,811
183	A1	45	A9	85	40	B2,A4	0,3	6	A1,B2,B1,A7,A4,A9	7	302,1068,690,691,692,1477,817
184	A1	52	A9	92	40	B2,A4	0,3	6	A1,B2,B1,A7,A4,A9	7	308,1076,696,697,698,1482,823
185	A1	59	A9	99	40	B2,A4	0,3	6	A1,B2,B1,A7,A4,A9	7	314,1084,702,703,704,1487,829
186	A1	66	A9	106	40	B2,A4	0,3	6	A1,B2,B1,A7,A4,A9	7	320,1092,708,709,710,1492,835
187	A1	73	A9	113	40	B2,A4	0,3	6	A1,B2,B1,A7,A4,A9	7	326,1100,714,715,716,1497,841
188	A1	80	A9	120	40	B2,A4	0,3	6	A1,B2,B1,A7,A4,A9	7	332,1108,720,721,722,1502,847
189	A1	87	A9	127	40	B2,A4	0,3	6	A1,B2,B1,A7,A4,A9	7	338,1116,726,727,728,1507,853
190	A1	94	A9	134	40	B2,A4	0,3	6	A1,B2,B1,A7,A4,A9	7	344,1124,732,733,734,1512,859
191	A1	101	A9	141	40	B2,A4	0,3	6	A1,B2,B1,A7,A4,A9	7	350,1132,738,739,740,1517,865
192	A1	6	A10	13	7	0	0	3	A1,A2,A10	2	556,557
193	A1	13	A10	20	7	0	0	3	A1,A2,A10	2	561,562
194	A1	20	A10	27	7	0	0	3	A1,A2,A10	2	565,566
195	A1	27	A10	34	7	0	0	3	A1,A2,A10	2	569,570
196	A1	34	A10	41	7	0	0	3	A1,A2,A10	2	573,574
197	A1	41	A10	48	7	0	0	3	A1,A2,A10	2	577,578
198	A1	48	A10	55	7	0	0	3	A1,A2,A10	2	581,582
199	A1	55	A10	62	7	0	0	3	A1,A2,A10	2	585,586
200	A1	62	A10	69	7	0	0	3	A1,A2,A10	2	589,590
201	A1	69	A10	76	7	0	0	3	A1,A2,A10	2	593,594
202	A1	76	A10	83	7	0	0	3	A1,A2,A10	2	597,598
203	A1	83	A10	90	7	0	0	3	A1,A2,A10	2	601,602
204	A1	90	A10	97	7	0	0	3	A1,A2,A10	2	605,606
205	A1	97	A10	104	7	0	0	3	A1,A2,A10	2	609,610
206	A1	104	A10	111	7	0	0	3	A1,A2,A10	2	613,614
207	A1	111	A10	118	7	0	0	3	A1,A2,A10	2	617,618
208	A1	118	A10	125	7	0	0	3	A1,A2,A10	2	621,622
209	A1	125	A10	132	7	0	0	3	A1,A2,A10	2	625,626
210	A1	132	A10	139	7	0	0	3	A1,A2,A10	2	629,630
211	A1	139	A10	146	7	0	0	3	A1,A2,A10	2	633,634
212	A1	146	A10	153	7	0	0	3	A1,A2,A10	2	637,638
213	A1	153	A10	160	7	0	0	3	A1,A2,A10	2	641,642
214	A1	160	A10	167	7	0	0	3	A1,A2,A10	2	645,646
215	A1	167	A10	174	7	0	0	3	A1,A2,A10	2	648,649
216	A1	10	A11	53	43	A8	3	6	A1,B2,B3,D1,A8,A11	6	267,268,269,270,1026,399
217	A1	17	A11	60	43	A8	3	6	A1,B2,B3,D1,A8,A11	6	274,275,276,277,1035,401
218	A1	24	A11	67	43	A8	3	6	A1,B2,B3,D1,A8,A11	6	281,282,283,284,1044,403
219	A1	31	A11	74	43	A8	3	6	A1,B2,B3,D1,A8,A11	6	288,289,290,291,1053,405
220	A1	38	A11	81	43	A8	3	6	A1,B2,B3,D1,A8,A11	6	295,296,297,298,1062,407
221	A1	45	A11	88	43	A8	3	6	A1,B2,B3,D1,A8,A11	6	302,303,304,305,1071,409
222	A1	52	A11	95	43	A8	3	6	A1,B2,B3,D1,A8,A11	6	308,309,310,311,1079,411
223	A1	59	A11	102	43	A8	3	6	A1,B2,B3,D1,A8,A11	6	314,315,316,317,1087,413
224	A1	66	A11	109	43	A8	3	6	A1,B2,B3,D1,A8,A11	6	320,321,322,323,1095,415
225	A1	73	A11	116	43	A8	3	6	A1,B2,B3,D1,A8,A11	6	326,327,328,329,1103,417
226	A1	80	A11	123	43	A8	3	6	A1,B2,B3,D1,A8,A11	6	332,333,334,335,1111,419
227	A1	87	A11	130	43	A8	3	6	A1,B2,B3,D1,A8,A11	6	338,339,340,341,1119,421
228	A1	94	A11	137	43	A8	3	6	A1,B2,B3,D1,A8,A11	6	344,345,346,347,1127,423
229	A1	101	A11	144	43	A8	3	6	A1,B2,B3,D1,A8,A11	6	350,351,352,353,1135,425
230	A1	108	A11	151	43	A8	3	6	A1,B2,B3,D1,A8,A11	6	356,357,358,359,1143,427
231	A1	115	A11	158	43	A8	3	6	A1,B2,B3,D1,A8,A11	6	361,362,363,364,1151,429
232	A1	122	A11	165	43	A8	3	6	A1,B2,B3,D1,A8,A11	6	366,367,368,369,1159,431
233	A1	129	A11	172	43	A8	3	6	A1,B2,B3,D1,A8,A11	6	371,372,373,374,1166,433
234	A1	10	B1	27	17	B2	0	3	A1,B2,B1	3	267,1023,655
235	A1	17	B1	34	17	B2	0	3	A1,B2,B1	3	274,1032,662
236	A1	24	B1	41	17	B2	0	3	A1,B2,B1	3	281,1041,669
237	A1	31	B1	48	17	B2	0	3	A1,B2,B1	3	288,1050,676
238	A1	38	B1	55	17	B2	0	3	A1,B2,B1	3	295,1059,683
239	A1	45	B1	62	17	B2	0	3	A1,B2,B1	3	302,1068,690
240	A1	52	B1	69	17	B2	0	3	A1,B2,B1	3	308,1076,696
241	A1	59	B1	76	17	B2	0	3	A1,B2,B1	3	314,1084,702
242	A1	66	B1	83	17	B2	0	3	A1,B2,B1	3	320,1092,708
243	A1	73	B1	90	17	B2	0	3	A1,B2,B1	3	326,1100,714
244	A1	80	B1	97	17	B2	0	3	A1,B2,B1	3	332,1108,720
245	A1	87	B1	104	17	B2	0	3	A1,B2,B1	3	338,1116,726
246	A1	94	B1	111	17	B2	0	3	A1,B2,B1	3	344,1124,732
247	A1	101	B1	118	17	B2	0	3	A1,B2,B1	3	350,1132,738
248	A1	108	B1	125	17	B2	0	3	A1,B2,B1	3	356,1140,744
249	A1	115	B1	132	17	B2	0	3	A1,B2,B1	3	361,1148,749
250	A1	122	B1	139	17	B2	0	3	A1,B2,B1	3	366,1156,754
251	A1	129	B1	146	17	B2	0	3	A1,B2,B1	3	371,1164,759
252	A1	136	B1	153	17	B2	0	3	A1,B2,B1	3	376,1171,764
253	A1	143	B1	160	17	B2	0	3	A1,B2,B1	3	381,1176,769
254	A1	10	B2	22	12	0	0	2	A1,B2	1	267
255	A1	17	B2	29	12	0	0	2	A1,B2	1	274
256	A1	24	B2	36	12	0	0	2	A1,B2	1	281
257	A1	31	B2	43	12	0	0	2	A1,B2	1	288
258	A1	38	B2	50	12	0	0	2	A1,B2	1	295
259	A1	45	B2	57	12	0	0	2	A1,B2	1	302
260	A1	52	B2	64	12	0	0	2	A1,B2	1	308
261	A1	59	B2	71	12	0	0	2	A1,B2	1	314
262	A1	66	B2	78	12	0	0	2	A1,B2	1	320
263	A1	73	B2	85	12	0	0	2	A1,B2	1	326
264	A1	80	B2	92	12	0	0	2	A1,B2	1	332
265	A1	87	B2	99	12	0	0	2	A1,B2	1	338
266	A1	94	B2	106	12	0	0	2	A1,B2	1	344
267	A1	101	B2	113	12	0	0	2	A1,B2	1	350
268	A1	108	B2	120	12	0	0	2	A1,B2	1	356
269	A1	115	B2	127	12	0	0	2	A1,B2	1	361
270	A1	122	B2	134	12	0	0	2	A1,B2	1	366
271	A1	129	B2	141	12	0	0	2	A1,B2	1	371
272	A1	136	B2	148	12	0	0	2	A1,B2	1	376
273	A1	143	B2	155	12	0	0	2	A1,B2	1	381
274	A1	10	B3	30	20	0	0	3	A1,B2,B3	2	267,268
275	A1	17	B3	37	20	0	0	3	A1,B2,B3	2	274,275
276	A1	24	B3	44	20	0	0	3	A1,B2,B3	2	281,282
277	A1	31	B3	51	20	0	0	3	A1,B2,B3	2	288,289
278	A1	38	B3	58	20	0	0	3	A1,B2,B3	2	295,296
279	A1	45	B3	65	20	0	0	3	A1,B2,B3	2	302,303
280	A1	52	B3	72	20	0	0	3	A1,B2,B3	2	308,309
281	A1	59	B3	79	20	0	0	3	A1,B2,B3	2	314,315
282	A1	66	B3	86	20	0	0	3	A1,B2,B3	2	320,321
283	A1	73	B3	93	20	0	0	3	A1,B2,B3	2	326,327
284	A1	80	B3	100	20	0	0	3	A1,B2,B3	2	332,333
285	A1	87	B3	107	20	0	0	3	A1,B2,B3	2	338,339
286	A1	94	B3	114	20	0	0	3	A1,B2,B3	2	344,345
287	A1	101	B3	121	20	0	0	3	A1,B2,B3	2	350,351
288	A1	108	B3	128	20	0	0	3	A1,B2,B3	2	356,357
289	A1	115	B3	135	20	0	0	3	A1,B2,B3	2	361,362
290	A1	122	B3	142	20	0	0	3	A1,B2,B3	2	366,367
291	A1	129	B3	149	20	0	0	3	A1,B2,B3	2	371,372
292	A1	136	B3	156	20	0	0	3	A1,B2,B3	2	376,377
293	A1	143	B3	163	20	0	0	3	A1,B2,B3	2	381,382
294	A1	9	B4	20	11	0	0	2	A1,B4	1	438
295	A1	16	B4	27	11	0	0	2	A1,B4	1	445
296	A1	23	B4	34	11	0	0	2	A1,B4	1	452
297	A1	30	B4	41	11	0	0	2	A1,B4	1	459
298	A1	37	B4	48	11	0	0	2	A1,B4	1	466
299	A1	44	B4	55	11	0	0	2	A1,B4	1	473
300	A1	51	B4	62	11	0	0	2	A1,B4	1	479
301	A1	58	B4	69	11	0	0	2	A1,B4	1	485
302	A1	65	B4	76	11	0	0	2	A1,B4	1	491
303	A1	72	B4	83	11	0	0	2	A1,B4	1	497
304	A1	79	B4	90	11	0	0	2	A1,B4	1	503
305	A1	86	B4	97	11	0	0	2	A1,B4	1	509
306	A1	93	B4	104	11	0	0	2	A1,B4	1	515
307	A1	100	B4	111	11	0	0	2	A1,B4	1	521
308	A1	107	B4	118	11	0	0	2	A1,B4	1	527
309	A1	114	B4	125	11	0	0	2	A1,B4	1	532
310	A1	121	B4	132	11	0	0	2	A1,B4	1	537
311	A1	128	B4	139	11	0	0	2	A1,B4	1	542
312	A1	135	B4	146	11	0	0	2	A1,B4	1	547
313	A1	142	B4	153	11	0	0	2	A1,B4	1	552
314	A1	9	B5	24	15	0	0	3	A1,B4,B5	2	438,439
315	A1	16	B5	31	15	0	0	3	A1,B4,B5	2	445,446
316	A1	23	B5	38	15	0	0	3	A1,B4,B5	2	452,453
317	A1	30	B5	45	15	0	0	3	A1,B4,B5	2	459,460
318	A1	37	B5	52	15	0	0	3	A1,B4,B5	2	466,467
319	A1	44	B5	59	15	0	0	3	A1,B4,B5	2	473,474
320	A1	51	B5	66	15	0	0	3	A1,B4,B5	2	479,480
321	A1	58	B5	73	15	0	0	3	A1,B4,B5	2	485,486
322	A1	65	B5	80	15	0	0	3	A1,B4,B5	2	491,492
323	A1	72	B5	87	15	0	0	3	A1,B4,B5	2	497,498
324	A1	79	B5	94	15	0	0	3	A1,B4,B5	2	503,504
325	A1	86	B5	101	15	0	0	3	A1,B4,B5	2	509,510
326	A1	93	B5	108	15	0	0	3	A1,B4,B5	2	515,516
