VesselPathID	VesselRouteID	NumOfArcs	ArcIDs	originTime	destinationTime
64	3	5	354,380,381,382,383	138	171
65	4	2	384,385	1	8
66	4	2	386,387	8	15
67	4	2	388,389	15	22
68	4	2	390,391	22	29
69	4	2	392,393	29	36
70	4	2	394,395	36	43
71	4	2	396,397	43	50
72	4	2	398,399	50	57
73	4	2	400,401	57	64
74	4	2	402,403	64	71
75	4	2	404,405	71	78
76	4	2	406,407	78	85
77	4	2	408,409	85	92
78	4	2	410,411	92	99
79	4	2	412,413	99	106
80	4	2	414,415	106	113
81	4	2	416,417	113	120
82	4	2	418,419	120	127
83	4	2	420,421	127	134
84	4	2	422,423	134	141
85	4	2	424,425	141	148
86	4	2	426,427	148	155
87	4	2	428,429	155	162
88	4	2	430,431	162	169
89	4	2	432,433	169	176
90	5	6	434,435,436,437,438,439	1	43
91	5	6	441,442,443,444,445,446	8	50
92	5	6	448,449,450,451,452,453	15	57
93	5	6	455,456,457,458,459,460	22	64
94	5	6	462,463,464,465,466,467	29	71
95	5	6	469,470,471,472,473,474	36	78
96	5	6	440,476,477,478,479,480	43	85
97	5	6	447,482,483,484,485,486	50	92
98	5	6	454,488,489,490,491,492	57	99
99	5	6	461,494,495,496,497,498	64	106
100	5	6	468,500,501,502,503,504	71	113
101	5	6	475,506,507,508,509,510	78	120
102	5	6	481,512,513,514,515,516	85	127
103	5	6	487,518,519,520,521,522	92	134
104	5	6	493,524,525,526,527,528	99	141
105	5	6	499,529,530,531,532,533	106	148
106	5	6	505,534,535,536,537,538	113	155
107	5	6	511,539,540,541,542,543	120	162
108	5	6	517,544,545,546,547,548	127	169
109	5	6	523,549,550,551,552,553	134	176
110	6	4	554,555,556,557	5	19
111	6	4	559,560,561,562	12	26
112	6	4	558,564,565,566	19	33
113	6	4	563,568,569,570	26	40
114	6	4	567,572,573,574	33	47
115	6	4	571,576,577,578	40	54
116	6	4	575,580,581,582	47	61
117	6	4	579,584,585,586	54	68
118	6	4	583,588,589,590	61	75
119	6	4	587,592,593,594	68	82
120	6	4	591,596,597,598	75	89
121	6	4	595,600,601,602	82	96
122	6	4	599,604,605,606	89	103
123	6	4	603,608,609,610	96	110
124	6	4	607,612,613,614	103	117
125	6	4	611,616,617,618	110	124
126	6	4	615,620,621,622	117	131
127	6	4	619,624,625,626	124	138
128	6	4	623,628,629,630	131	145
129	6	4	627,632,633,634	138	152
130	6	4	631,636,637,638	145	159
131	6	4	635,640,641,642	152	166
132	6	4	639,644,645,646	159	173
133	6	3	643,647,648	166	174
134	7	6	649,650,651,652,653,654	3	45
135	7	6	656,657,658,659,660,661	10	52
136	7	6	663,664,665,666,667,668	17	59
137	7	6	670,671,672,673,674,675	24	66
138	7	6	677,678,679,680,681,682	31	73
139	7	6	684,685,686,687,688,689	38	80
140	7	6	655,691,692,693,694,695	45	87
141	7	6	662,697,698,699,700,701	52	94
142	7	6	669,703,704,705,706,707	59	101
143	7	6	676,709,710,711,712,713	66	108
144	7	6	683,715,716,717,718,719	73	115
145	7	6	690,721,722,723,724,725	80	122
146	7	6	696,727,728,729,730,731	87	129
147	7	6	702,733,734,735,736,737	94	136
148	7	6	708,739,740,741,742,743	101	143
149	7	6	714,744,745,746,747,748	108	150
150	7	6	720,749,750,751,752,753	115	157
151	7	6	726,754,755,756,757,758	122	164
152	7	6	732,759,760,761,762,763	129	171
153	7	6	738,764,765,766,767,768	136	178
154	8	6	769,770,771,772,773,774	7	42
155	8	6	776,777,778,779,780,781	14	49
156	8	6	783,784,785,786,787,788	21	56
157	8	6	790,791,792,793,794,795	28	63
158	8	6	797,798,799,800,801,802	35	70
159	8	6	775,804,805,806,807,808	42	77
160	8	6	782,810,811,812,813,814	49	84
161	8	6	789,816,817,818,819,820	56	91
162	8	6	796,822,823,824,825,826	63	98
163	8	6	803,828,829,830,831,832	70	105
164	8	6	809,834,835,836,837,838	77	112
165	8	6	815,840,841,842,843,844	84	119
166	8	6	821,846,847,848,849,850	91	126
167	8	6	827,852,853,854,855,856	98	133
168	8	6	833,858,859,860,861,862	105	140
169	8	6	839,864,865,866,867,868	112	147
170	8	6	845,869,870,871,872,873	119	154
171	8	6	851,874,875,876,877,878	126	161
172	8	6	857,879,880,881,882,883	133	168
173	8	6	863,884,885,886,887,888	140	175
