TravelingArc_ID	Route	Origin_node_ID	Origin_Call	Origin_Port	Round_Trip	OriginTime	TravelingTime	Destination_node_ID	Destination_Call	Destination_Port	DestinationTime
397	4	411	2	A11	7	46	4	412	3	A8	50
398	4	412	3	A8	7	50	3	413	2	A11	53
399	4	413	2	A11	8	53	4	414	3	A8	57
400	4	414	3	A8	8	57	3	415	2	A11	60
401	4	415	2	A11	9	60	4	416	3	A8	64
402	4	416	3	A8	9	64	3	417	2	A11	67
403	4	417	2	A11	10	67	4	418	3	A8	71
404	4	418	3	A8	10	71	3	419	2	A11	74
405	4	419	2	A11	11	74	4	420	3	A8	78
406	4	420	3	A8	11	78	3	421	2	A11	81
407	4	421	2	A11	12	81	4	422	3	A8	85
408	4	422	3	A8	12	85	3	423	2	A11	88
409	4	423	2	A11	13	88	4	424	3	A8	92
410	4	424	3	A8	13	92	3	425	2	A11	95
411	4	425	2	A11	14	95	4	426	3	A8	99
412	4	426	3	A8	14	99	3	427	2	A11	102
413	4	427	2	A11	15	102	4	428	3	A8	106
414	4	428	3	A8	15	106	3	429	2	A11	109
415	4	429	2	A11	16	109	4	430	3	A8	113
416	4	430	3	A8	16	113	3	431	2	A11	116
417	4	431	2	A11	17	116	4	432	3	A8	120
418	4	432	3	A8	17	120	3	433	2	A11	123
419	4	433	2	A11	18	123	4	434	3	A8	127
420	4	434	3	A8	18	127	3	435	2	A11	130
421	4	435	2	A11	19	130	4	436	3	A8	134
422	4	436	3	A8	19	134	3	437	2	A11	137
423	4	437	2	A11	20	137	4	438	3	A8	141
424	4	438	3	A8	20	141	3	439	2	A11	144
425	4	439	2	A11	21	144	4	440	3	A8	148
426	4	440	3	A8	21	148	3	441	2	A11	151
427	4	441	2	A11	22	151	4	442	3	A8	155
428	4	442	3	A8	22	155	3	443	2	A11	158
429	4	443	2	A11	23	158	4	444	3	A8	162
430	4	444	3	A8	23	162	3	445	2	A11	165
431	4	445	2	A11	24	165	4	446	3	A8	169
432	4	446	3	A8	24	169	3	447	2	A11	172
433	4	447	2	A11	25	172	4	448	3	A8	176
434	5	449	1	A6	1	1	3	450	2	A5	4
435	5	450	2	A5	1	4	3	451	3	A2	7
436	5	451	3	A2	1	7	2	452	4	A1	9
437	5	452	4	A1	1	9	11	453	5	B4	20
438	5	453	5	B4	1	20	4	454	6	B5	24
439	5	454	6	B5	1	24	19	455	7	A6	43
440	5	455	7	A6	1	43	3	491	2	A5	46
441	5	456	1	A6	2	8	3	457	2	A5	11
442	5	457	2	A5	2	11	3	458	3	A2	14
443	5	458	3	A2	2	14	2	459	4	A1	16
444	5	459	4	A1	2	16	11	460	5	B4	27
445	5	460	5	B4	2	27	4	461	6	B5	31
446	5	461	6	B5	2	31	19	462	7	A6	50
447	5	462	7	A6	2	50	3	497	2	A5	53
448	5	463	1	A6	3	15	3	464	2	A5	18
449	5	464	2	A5	3	18	3	465	3	A2	21
450	5	465	3	A2	3	21	2	466	4	A1	23
451	5	466	4	A1	3	23	11	467	5	B4	34
452	5	467	5	B4	3	34	4	468	6	B5	38
453	5	468	6	B5	3	38	19	469	7	A6	57
454	5	469	7	A6	3	57	3	503	2	A5	60
455	5	470	1	A6	4	22	3	471	2	A5	25
456	5	471	2	A5	4	25	3	472	3	A2	28
457	5	472	3	A2	4	28	2	473	4	A1	30
458	5	473	4	A1	4	30	11	474	5	B4	41
459	5	474	5	B4	4	41	4	475	6	B5	45
460	5	475	6	B5	4	45	19	476	7	A6	64
461	5	476	7	A6	4	64	3	509	2	A5	67
462	5	477	1	A6	5	29	3	478	2	A5	32
463	5	478	2	A5	5	32	3	479	3	A2	35
464	5	479	3	A2	5	35	2	480	4	A1	37
465	5	480	4	A1	5	37	11	481	5	B4	48
466	5	481	5	B4	5	48	4	482	6	B5	52
467	5	482	6	B5	5	52	19	483	7	A6	71
468	5	483	7	A6	5	71	3	515	2	A5	74
469	5	484	1	A6	6	36	3	485	2	A5	39
470	5	485	2	A5	6	39	3	486	3	A2	42
471	5	486	3	A2	6	42	2	487	4	A1	44
472	5	487	4	A1	6	44	11	488	5	B4	55
473	5	488	5	B4	6	55	4	489	6	B5	59
474	5	489	6	B5	6	59	19	490	7	A6	78
475	5	490	7	A6	6	78	3	521	2	A5	81
476	5	491	2	A5	7	46	3	492	3	A2	49
477	5	492	3	A2	7	49	2	493	4	A1	51
478	5	493	4	A1	7	51	11	494	5	B4	62
479	5	494	5	B4	7	62	4	495	6	B5	66
480	5	495	6	B5	7	66	19	496	7	A6	85
481	5	496	7	A6	7	85	3	527	2	A5	88
482	5	497	2	A5	8	53	3	498	3	A2	56
483	5	498	3	A2	8	56	2	499	4	A1	58
484	5	499	4	A1	8	58	11	500	5	B4	69
485	5	500	5	B4	8	69	4	501	6	B5	73
486	5	501	6	B5	8	73	19	502	7	A6	92
487	5	502	7	A6	8	92	3	533	2	A5	95
488	5	503	2	A5	9	60	3	504	3	A2	63
489	5	504	3	A2	9	63	2	505	4	A1	65
490	5	505	4	A1	9	65	11	506	5	B4	76
491	5	506	5	B4	9	76	4	507	6	B5	80
492	5	507	6	B5	9	80	19	508	7	A6	99
493	5	508	7	A6	9	99	3	539	2	A5	102
494	5	509	2	A5	10	67	3	510	3	A2	70
495	5	510	3	A2	10	70	2	511	4	A1	72
496	5	511	4	A1	10	72	11	512	5	B4	83
497	5	512	5	B4	10	83	4	513	6	B5	87
498	5	513	6	B5	10	87	19	514	7	A6	106
499	5	514	7	A6	10	106	3	545	2	A5	109
500	5	515	2	A5	11	74	3	516	3	A2	77
501	5	516	3	A2	11	77	2	517	4	A1	79
502	5	517	4	A1	11	79	11	518	5	B4	90
503	5	518	5	B4	11	90	4	519	6	B5	94
504	5	519	6	B5	11	94	19	520	7	A6	113
505	5	520	7	A6	11	113	3	551	2	A5	116
506	5	521	2	A5	12	81	3	522	3	A2	84
507	5	522	3	A2	12	84	2	523	4	A1	86
508	5	523	4	A1	12	86	11	524	5	B4	97
509	5	524	5	B4	12	97	4	525	6	B5	101
510	5	525	6	B5	12	101	19	526	7	A6	120
511	5	526	7	A6	12	120	3	557	2	A5	123
512	5	527	2	A5	13	88	3	528	3	A2	91
513	5	528	3	A2	13	91	2	529	4	A1	93
514	5	529	4	A1	13	93	11	530	5	B4	104
515	5	530	5	B4	13	104	4	531	6	B5	108
516	5	531	6	B5	13	108	19	532	7	A6	127
517	5	532	7	A6	13	127	3	563	2	A5	130
518	5	533	2	A5	14	95	3	534	3	A2	98
519	5	534	3	A2	14	98	2	535	4	A1	100
520	5	535	4	A1	14	100	11	536	5	B4	111
521	5	536	5	B4	14	111	4	537	6	B5	115
522	5	537	6	B5	14	115	19	538	7	A6	134
523	5	538	7	A6	14	134	3	569	2	A5	137
524	5	539	2	A5	15	102	3	540	3	A2	105
525	5	540	3	A2	15	105	2	541	4	A1	107
526	5	541	4	A1	15	107	11	542	5	B4	118
527	5	542	5	B4	15	118	4	543	6	B5	122
528	5	543	6	B5	15	122	19	544	7	A6	141
529	5	545	2	A5	16	109	3	546	3	A2	112
530	5	546	3	A2	16	112	2	547	4	A1	114
531	5	547	4	A1	16	114	11	548	5	B4	125
