TravelingArc_ID	Route	Origin_node_ID	Origin_Call	Origin_Port	Round_Trip	OriginTime	TravelingTime	Destination_node_ID	Destination_Call	Destination_Port	DestinationTime
176	2	183	3	A6	10	68	1	184	4	A3	69
177	2	184	4	A3	10	69	3	185	5	A7	72
178	2	185	5	A7	10	72	12	186	6	B3	84
179	2	186	6	B3	10	84	3	187	7	B4	87
180	2	187	7	B4	10	87	23	188	8	A8	110
181	2	188	8	A8	10	110	3	189	9	A4	113
182	2	189	9	A4	10	113	2	238	2	A5	115
183	2	190	2	A5	11	73	2	191	3	A6	75
184	2	191	3	A6	11	75	1	192	4	A3	76
185	2	192	4	A3	11	76	3	193	5	A7	79
186	2	193	5	A7	11	79	12	194	6	B3	91
187	2	194	6	B3	11	91	3	195	7	B4	94
188	2	195	7	B4	11	94	23	196	8	A8	117
189	2	196	8	A8	11	117	3	197	9	A4	120
190	2	197	9	A4	11	120	2	246	2	A5	122
191	2	198	2	A5	12	80	2	199	3	A6	82
192	2	199	3	A6	12	82	1	200	4	A3	83
193	2	200	4	A3	12	83	3	201	5	A7	86
194	2	201	5	A7	12	86	12	202	6	B3	98
195	2	202	6	B3	12	98	3	203	7	B4	101
196	2	203	7	B4	12	101	23	204	8	A8	124
197	2	204	8	A8	12	124	3	205	9	A4	127
198	2	205	9	A4	12	127	2	254	2	A5	129
199	2	206	2	A5	13	87	2	207	3	A6	89
200	2	207	3	A6	13	89	1	208	4	A3	90
201	2	208	4	A3	13	90	3	209	5	A7	93
202	2	209	5	A7	13	93	12	210	6	B3	105
203	2	210	6	B3	13	105	3	211	7	B4	108
204	2	211	7	B4	13	108	23	212	8	A8	131
205	2	212	8	A8	13	131	3	213	9	A4	134
206	2	214	2	A5	14	94	2	215	3	A6	96
207	2	215	3	A6	14	96	1	216	4	A3	97
208	2	216	4	A3	14	97	3	217	5	A7	100
209	2	217	5	A7	14	100	12	218	6	B3	112
210	2	218	6	B3	14	112	3	219	7	B4	115
211	2	219	7	B4	14	115	23	220	8	A8	138
212	2	220	8	A8	14	138	3	221	9	A4	141
213	2	222	2	A5	15	101	2	223	3	A6	103
214	2	223	3	A6	15	103	1	224	4	A3	104
215	2	224	4	A3	15	104	3	225	5	A7	107
216	2	225	5	A7	15	107	12	226	6	B3	119
217	2	226	6	B3	15	119	3	227	7	B4	122
218	2	227	7	B4	15	122	23	228	8	A8	145
219	2	228	8	A8	15	145	3	229	9	A4	148
220	2	230	2	A5	16	108	2	231	3	A6	110
221	2	231	3	A6	16	110	1	232	4	A3	111
222	2	232	4	A3	16	111	3	233	5	A7	114
223	2	233	5	A7	16	114	12	234	6	B3	126
224	2	234	6	B3	16	126	3	235	7	B4	129
225	2	235	7	B4	16	129	23	236	8	A8	152
226	2	236	8	A8	16	152	3	237	9	A4	155
227	2	238	2	A5	17	115	2	239	3	A6	117
228	2	239	3	A6	17	117	1	240	4	A3	118
229	2	240	4	A3	17	118	3	241	5	A7	121
230	2	241	5	A7	17	121	12	242	6	B3	133
231	2	242	6	B3	17	133	3	243	7	B4	136
232	2	243	7	B4	17	136	23	244	8	A8	159
233	2	244	8	A8	17	159	3	245	9	A4	162
234	2	246	2	A5	18	122	2	247	3	A6	124
235	2	247	3	A6	18	124	1	248	4	A3	125
236	2	248	4	A3	18	125	3	249	5	A7	128
237	2	249	5	A7	18	128	12	250	6	B3	140
238	2	250	6	B3	18	140	3	251	7	B4	143
239	2	251	7	B4	18	143	23	252	8	A8	166
240	2	252	8	A8	18	166	3	253	9	A4	169
241	2	254	2	A5	19	129	2	255	3	A6	131
242	2	255	3	A6	19	131	1	256	4	A3	132
243	2	256	4	A3	19	132	3	257	5	A7	135
244	2	257	5	A7	19	135	12	258	6	B3	147
245	2	258	6	B3	19	147	3	259	7	B4	150
246	2	259	7	B4	19	150	23	260	8	A8	173
247	2	260	8	A8	19	173	3	261	9	A4	176
248	3	262	1	A9	1	3	1	263	2	A4	4
249	3	263	2	A4	1	4	2	264	3	A10	6
250	3	264	3	A10	1	6	16	265	4	B4	22
251	3	265	4	B4	1	22	4	266	5	B3	26
252	3	266	5	B3	1	26	17	267	6	A10	43
253	3	267	6	A10	1	43	2	268	7	A9	45
254	3	268	7	A9	1	45	1	304	2	A4	46
255	3	269	1	A9	2	10	1	270	2	A4	11
256	3	270	2	A4	2	11	2	271	3	A10	13
257	3	271	3	A10	2	13	16	272	4	B4	29
258	3	272	4	B4	2	29	4	273	5	B3	33
259	3	273	5	B3	2	33	17	274	6	A10	50
260	3	274	6	A10	2	50	2	275	7	A9	52
261	3	275	7	A9	2	52	1	310	2	A4	53
262	3	276	1	A9	3	17	1	277	2	A4	18
263	3	277	2	A4	3	18	2	278	3	A10	20
264	3	278	3	A10	3	20	16	279	4	B4	36
265	3	279	4	B4	3	36	4	280	5	B3	40
266	3	280	5	B3	3	40	17	281	6	A10	57
267	3	281	6	A10	3	57	2	282	7	A9	59
268	3	282	7	A9	3	59	1	316	2	A4	60
269	3	283	1	A9	4	24	1	284	2	A4	25
270	3	284	2	A4	4	25	2	285	3	A10	27
271	3	285	3	A10	4	27	16	286	4	B4	43
272	3	286	4	B4	4	43	4	287	5	B3	47
273	3	287	5	B3	4	47	17	288	6	A10	64
274	3	288	6	A10	4	64	2	289	7	A9	66
275	3	289	7	A9	4	66	1	322	2	A4	67
276	3	290	1	A9	5	31	1	291	2	A4	32
277	3	291	2	A4	5	32	2	292	3	A10	34
278	3	292	3	A10	5	34	16	293	4	B4	50
279	3	293	4	B4	5	50	4	294	5	B3	54
280	3	294	5	B3	5	54	17	295	6	A10	71
281	3	295	6	A10	5	71	2	296	7	A9	73
282	3	296	7	A9	5	73	1	328	2	A4	74
283	3	297	1	A9	6	38	1	298	2	A4	39
284	3	298	2	A4	6	39	2	299	3	A10	41
285	3	299	3	A10	6	41	16	300	4	B4	57
286	3	300	4	B4	6	57	4	301	5	B3	61
287	3	301	5	B3	6	61	17	302	6	A10	78
288	3	302	6	A10	6	78	2	303	7	A9	80
289	3	303	7	A9	6	80	1	334	2	A4	81
290	3	304	2	A4	7	46	2	305	3	A10	48
291	3	305	3	A10	7	48	16	306	4	B4	64
292	3	306	4	B4	7	64	4	307	5	B3	68
293	3	307	5	B3	7	68	17	308	6	A10	85
294	3	308	6	A10	7	85	2	309	7	A9	87
295	3	309	7	A9	7	87	1	340	2	A4	88
296	3	310	2	A4	8	53	2	311	3	A10	55
297	3	311	3	A10	8	55	16	312	4	B4	71
298	3	312	4	B4	8	71	4	313	5	B3	75
299	3	313	5	B3	8	75	17	314	6	A10	92
300	3	314	6	A10	8	92	2	315	7	A9	94
301	3	315	7	A9	8	94	1	346	2	A4	95
302	3	316	2	A4	9	60	2	317	3	A10	62
303	3	317	3	A10	9	62	16	318	4	B4	78
304	3	318	4	B4	9	78	4	319	5	B3	82
305	3	319	5	B3	9	82	17	320	6	A10	99
306	3	320	6	A10	9	99	2	321	7	A9	101
307	3	321	7	A9	9	101	1	352	2	A4	102
308	3	322	2	A4	10	67	2	323	3	A10	69
309	3	323	3	A10	10	69	16	324	4	B4	85
310	3	324	4	B4	10	85	4	325	5	B3	89
311	3	325	5	B3	10	89	17	326	6	A10	106
312	3	326	6	A10	10	106	2	327	7	A9	108
313	3	327	7	A9	10	108	1	358	2	A4	109
314	3	328	2	A4	11	74	2	329	3	A10	76
315	3	329	3	A10	11	76	16	330	4	B4	92
316	3	330	4	B4	11	92	4	331	5	B3	96
317	3	331	5	B3	11	96	17	332	6	A10	113
318	3	332	6	A10	11	113	2	333	7	A9	115
319	3	333	7	A9	11	115	1	364	2	A4	116
320	3	334	2	A4	12	81	2	335	3	A10	83
321	3	335	3	A10	12	83	16	336	4	B4	99
322	3	336	4	B4	12	99	4	337	5	B3	103
323	3	337	5	B3	12	103	17	338	6	A10	120
324	3	338	6	A10	12	120	2	339	7	A9	122
325	3	339	7	A9	12	122	1	370	2	A4	123
326	3	340	2	A4	13	88	2	341	3	A10	90
327	3	341	3	A10	13	90	16	342	4	B4	106
328	3	342	4	B4	13	106	4	343	5	B3	110
329	3	343	5	B3	13	110	17	344	6	A10	127
330	3	344	6	A10	13	127	2	345	7	A9	129
331	3	345	7	A9	13	129	1	376	2	A4	130
332	3	346	2	A4	14	95	2	347	3	A10	97
333	3	347	3	A10	14	97	16	348	4	B4	113
334	3	348	4	B4	14	113	4	349	5	B3	117
335	3	349	5	B3	14	117	17	350	6	A10	134
336	3	350	6	A10	14	134	2	351	7	A9	136
337	3	351	7	A9	14	136	1	382	2	A4	137
338	3	352	2	A4	15	102	2	353	3	A10	104
339	3	353	3	A10	15	104	16	354	4	B4	120
340	3	354	4	B4	15	120	4	355	5	B3	124
341	3	355	5	B3	15	124	17	356	6	A10	141
342	3	356	6	A10	15	141	2	357	7	A9	143
343	3	358	2	A4	16	109	2	359	3	A10	111
344	3	359	3	A10	16	111	16	360	4	B4	127
345	3	360	4	B4	16	127	4	361	5	B3	131
346	3	361	5	B3	16	131	17	362	6	A10	148
347	3	362	6	A10	16	148	2	363	7	A9	150
348	3	364	2	A4	17	116	2	365	3	A10	118
349	3	365	3	A10	17	118	16	366	4	B4	134
350	3	366	4	B4	17	134	4	367	5	B3	138
351	3	367	5	B3	17	138	17	368	6	A10	155
352	3	368	6	A10	17	155	2	369	7	A9	157
353	3	370	2	A4	18	123	2	371	3	A10	125
354	3	371	3	A10	18	125	16	372	4	B4	141
355	3	372	4	B4	18	141	4	373	5	B3	145
356	3	373	5	B3	18	145	17	374	6	A10	162
357	3	374	6	A10	18	162	2	375	7	A9	164
358	3	376	2	A4	19	130	2	377	3	A10	132
359	3	377	3	A10	19	132	16	378	4	B4	148
360	3	378	4	B4	19	148	4	379	5	B3	152
361	3	379	5	B3	19	152	17	380	6	A10	169
362	3	380	6	A10	19	169	2	381	7	A9	171
363	3	382	2	A4	20	137	2	383	3	A10	139
364	3	383	3	A10	20	139	16	384	4	B4	155
365	3	384	4	B4	20	155	4	385	5	B3	159
366	3	385	5	B3	20	159	17	386	6	A10	176
367	3	386	6	A10	20	176	2	387	7	A9	178
368	4	388	1	A4	1	5	2	389	2	A6	7
369	4	389	2	A6	1	7	3	390	3	A3	10
370	4	390	3	A3	1	10	13	391	4	B5	23
371	4	391	4	B5	1	23	5	392	5	B6	28
372	4	392	5	B6	1	28	13	393	6	B7	41
373	4	393	6	B7	1	41	9	394	7	A7	50
374	4	394	7	A7	1	50	4	395	8	A4	54
375	4	395	8	A4	1	54	2	444	2	A6	56
376	4	396	1	A4	2	12	2	397	2	A6	14
377	4	397	2	A6	2	14	3	398	3	A3	17
378	4	398	3	A3	2	17	13	399	4	B5	30
379	4	399	4	B5	2	30	5	400	5	B6	35
380	4	400	5	B6	2	35	13	401	6	B7	48
381	4	401	6	B7	2	48	9	402	7	A7	57
382	4	402	7	A7	2	57	4	403	8	A4	61
383	4	403	8	A4	2	61	2	451	2	A6	63
384	4	404	1	A4	3	19	2	405	2	A6	21
385	4	405	2	A6	3	21	3	406	3	A3	24
386	4	406	3	A3	3	24	13	407	4	B5	37
387	4	407	4	B5	3	37	5	408	5	B6	42
388	4	408	5	B6	3	42	13	409	6	B7	55
389	4	409	6	B7	3	55	9	410	7	A7	64
390	4	410	7	A7	3	64	4	411	8	A4	68
391	4	411	8	A4	3	68	2	458	2	A6	70
392	4	412	1	A4	4	26	2	413	2	A6	28
393	4	413	2	A6	4	28	3	414	3	A3	31
394	4	414	3	A3	4	31	13	415	4	B5	44
395	4	415	4	B5	4	44	5	416	5	B6	49
396	4	416	5	B6	4	49	13	417	6	B7	62
397	4	417	6	B7	4	62	9	418	7	A7	71
398	4	418	7	A7	4	71	4	419	8	A4	75
399	4	419	8	A4	4	75	2	465	2	A6	77
400	4	420	1	A4	5	33	2	421	2	A6	35
401	4	421	2	A6	5	35	3	422	3	A3	38
402	4	422	3	A3	5	38	13	423	4	B5	51
403	4	423	4	B5	5	51	5	424	5	B6	56
404	4	424	5	B6	5	56	13	425	6	B7	69
405	4	425	6	B7	5	69	9	426	7	A7	78
406	4	426	7	A7	5	78	4	427	8	A4	82
407	4	427	8	A4	5	82	2	472	2	A6	84
408	4	428	1	A4	6	40	2	429	2	A6	42
409	4	429	2	A6	6	42	3	430	3	A3	45
410	4	430	3	A3	6	45	13	431	4	B5	58
411	4	431	4	B5	6	58	5	432	5	B6	63
412	4	432	5	B6	6	63	13	433	6	B7	76
413	4	433	6	B7	6	76	9	434	7	A7	85
414	4	434	7	A7	6	85	4	435	8	A4	89
415	4	435	8	A4	6	89	2	479	2	A6	91
416	4	436	1	A4	7	47	2	437	2	A6	49
417	4	437	2	A6	7	49	3	438	3	A3	52
418	4	438	3	A3	7	52	13	439	4	B5	65
419	4	439	4	B5	7	65	5	440	5	B6	70
420	4	440	5	B6	7	70	13	441	6	B7	83
421	4	441	6	B7	7	83	9	442	7	A7	92
422	4	442	7	A7	7	92	4	443	8	A4	96
423	4	443	8	A4	7	96	2	486	2	A6	98
424	4	444	2	A6	8	56	3	445	3	A3	59
425	4	445	3	A3	8	59	13	446	4	B5	72
426	4	446	4	B5	8	72	5	447	5	B6	77
427	4	447	5	B6	8	77	13	448	6	B7	90
428	4	448	6	B7	8	90	9	449	7	A7	99
429	4	449	7	A7	8	99	4	450	8	A4	103
430	4	450	8	A4	8	103	2	493	2	A6	105
431	4	451	2	A6	9	63	3	452	3	A3	66
432	4	452	3	A3	9	66	13	453	4	B5	79
433	4	453	4	B5	9	79	5	454	5	B6	84
434	4	454	5	B6	9	84	13	455	6	B7	97
435	4	455	6	B7	9	97	9	456	7	A7	106
436	4	456	7	A7	9	106	4	457	8	A4	110
437	4	457	8	A4	9	110	2	500	2	A6	112
438	4	458	2	A6	10	70	3	459	3	A3	73
439	4	459	3	A3	10	73	13	460	4	B5	86
440	4	460	4	B5	10	86	5	461	5	B6	91
441	4	461	5	B6	10	91	13	462	6	B7	104
442	4	462	6	B7	10	104	9	463	7	A7	113
443	4	463	7	A7	10	113	4	464	8	A4	117
444	4	464	8	A4	10	117	2	507	2	A6	119
445	4	465	2	A6	11	77	3	466	3	A3	80
446	4	466	3	A3	11	80	13	467	4	B5	93
447	4	467	4	B5	11	93	5	468	5	B6	98
448	4	468	5	B6	11	98	13	469	6	B7	111
449	4	469	6	B7	11	111	9	470	7	A7	120
450	4	470	7	A7	11	120	4	471	8	A4	124
451	4	471	8	A4	11	124	2	514	2	A6	126
452	4	472	2	A6	12	84	3	473	3	A3	87
453	4	473	3	A3	12	87	13	474	4	B5	100
454	4	474	4	B5	12	100	5	475	5	B6	105
455	4	475	5	B6	12	105	13	476	6	B7	118
456	4	476	6	B7	12	118	9	477	7	A7	127
457	4	477	7	A7	12	127	4	478	8	A4	131
458	4	478	8	A4	12	131	2	521	2	A6	133
459	4	479	2	A6	13	91	3	480	3	A3	94
460	4	480	3	A3	13	94	13	481	4	B5	107
461	4	481	4	B5	13	107	5	482	5	B6	112
462	4	482	5	B6	13	112	13	483	6	B7	125
463	4	483	6	B7	13	125	9	484	7	A7	134
464	4	484	7	A7	13	134	4	485	8	A4	138
465	4	486	2	A6	14	98	3	487	3	A3	101
466	4	487	3	A3	14	101	13	488	4	B5	114
467	4	488	4	B5	14	114	5	489	5	B6	119
468	4	489	5	B6	14	119	13	490	6	B7	132
469	4	490	6	B7	14	132	9	491	7	A7	141
470	4	491	7	A7	14	141	4	492	8	A4	145
471	4	493	2	A6	15	105	3	494	3	A3	108
472	4	494	3	A3	15	108	13	495	4	B5	121
473	4	495	4	B5	15	121	5	496	5	B6	126
474	4	496	5	B6	15	126	13	497	6	B7	139
475	4	497	6	B7	15	139	9	498	7	A7	148
476	4	498	7	A7	15	148	4	499	8	A4	152
477	4	500	2	A6	16	112	3	501	3	A3	115
478	4	501	3	A3	16	115	13	502	4	B5	128
479	4	502	4	B5	16	128	5	503	5	B6	133
480	4	503	5	B6	16	133	13	504	6	B7	146
481	4	504	6	B7	16	146	9	505	7	A7	155
482	4	505	7	A7	16	155	4	506	8	A4	159
483	4	507	2	A6	17	119	3	508	3	A3	122
484	4	508	3	A3	17	122	13	509	4	B5	135
485	4	509	4	B5	17	135	5	510	5	B6	140
486	4	510	5	B6	17	140	13	511	6	B7	153
487	4	511	6	B7	17	153	9	512	7	A7	162
488	4	512	7	A7	17	162	4	513	8	A4	166
489	4	514	2	A6	18	126	3	515	3	A3	129
490	4	515	3	A3	18	129	13	516	4	B5	142
491	4	516	4	B5	18	142	5	517	5	B6	147
492	4	517	5	B6	18	147	13	518	6	B7	160
493	4	518	6	B7	18	160	9	519	7	A7	169
494	4	519	7	A7	18	169	4	520	8	A4	173
495	4	521	2	A6	19	133	3	522	3	A3	136
496	4	522	3	A3	19	136	13	523	4	B5	149
497	4	523	4	B5	19	149	5	524	5	B6	154
498	4	524	5	B6	19	154	13	525	6	B7	167
499	4	525	6	B7	19	167	9	526	7	A7	176
500	4	526	7	A7	19	176	4	527	8	A4	180
501	5	528	1	A11	1	2	1	529	2	A12	3
502	5	529	2	A12	1	3	2	530	3	A13	5
503	5	530	3	A13	1	5	12	531	4	B5	17
504	5	531	4	B5	1	17	6	532	5	B6	23
505	5	532	5	B6	1	23	13	533	6	A13	36
506	5	533	6	A13	1	36	1	534	7	A14	37
507	5	534	7	A14	1	37	1	535	8	A11	38
508	5	535	8	A11	1	38	2	536	9	A12	40
509	5	536	9	A12	1	40	4	537	10	A11	44
510	5	537	10	A11	1	44	1	588	2	A12	45
511	5	538	1	A11	2	9	1	539	2	A12	10
512	5	539	2	A12	2	10	2	540	3	A13	12
513	5	540	3	A13	2	12	12	541	4	B5	24
514	5	541	4	B5	2	24	6	542	5	B6	30
515	5	542	5	B6	2	30	13	543	6	A13	43
516	5	543	6	A13	2	43	1	544	7	A14	44
517	5	544	7	A14	2	44	1	545	8	A11	45
518	5	545	8	A11	2	45	2	546	9	A12	47
519	5	546	9	A12	2	47	4	547	10	A11	51
520	5	547	10	A11	2	51	1	597	2	A12	52
521	5	548	1	A11	3	16	1	549	2	A12	17
522	5	549	2	A12	3	17	2	550	3	A13	19
523	5	550	3	A13	3	19	12	551	4	B5	31
524	5	551	4	B5	3	31	6	552	5	B6	37
525	5	552	5	B6	3	37	13	553	6	A13	50
526	5	553	6	A13	3	50	1	554	7	A14	51
527	5	554	7	A14	3	51	1	555	8	A11	52
528	5	555	8	A11	3	52	2	556	9	A12	54
529	5	556	9	A12	3	54	4	557	10	A11	58
530	5	557	10	A11	3	58	1	606	2	A12	59
531	5	558	1	A11	4	23	1	559	2	A12	24
