--------------------------------------------------------
----------2022/8/5  21 :51 :23----------
Path ID	OriginPort	OriginTime	DestinationPort	DestinationTime	PathTime	TransshipPort	TransshipTime	PortPath_length	PortPath	Arcs_length	Arcs_ID
79	A	44	E	54	10	B	1	3	A,B,E	3	65,236,142
80	A	51	E	61	10	B	1	3	A,B,E	3	68,238,145
81	A	58	E	68	10	B	1	3	A,B,E	3	71,240,148
82	A	65	E	75	10	B	1	3	A,B,E	3	74,242,151
83	A	72	E	82	10	B	1	3	A,B,E	3	77,244,154
84	A	79	E	89	10	B	1	3	A,B,E	3	80,246,157
85	A	86	E	96	10	B	1	3	A,B,E	3	83,248,160
86	A	93	E	103	10	B	1	3	A,B,E	3	86,250,163
87	A	100	E	110	10	B	1	3	A,B,E	3	89,252,166
88	A	107	E	117	10	B	1	3	A,B,E	3	92,254,169
89	A	114	E	124	10	B	1	3	A,B,E	3	95,256,172
90	A	121	E	131	10	B	1	3	A,B,E	3	98,258,175
91	A	128	E	138	10	B	1	3	A,B,E	3	101,260,178
92	A	135	E	145	10	B	1	3	A,B,E	3	104,262,181
93	A	142	E	152	10	B	1	3	A,B,E	3	107,264,184
94	A	149	E	159	10	B	1	3	A,B,E	3	110,266,187
95	A	156	E	166	10	B	1	3	A,B,E	3	113,268,190
96	A	163	E	173	10	B	1	3	A,B,E	3	116,270,193
97	A	2	F	13	11	B	1	4	A,B,E,F	4	49,223,124,125
98	A	9	F	20	11	B	1	4	A,B,E,F	4	53,226,127,128
99	A	16	F	27	11	B	1	4	A,B,E,F	4	52,228,130,131
100	A	23	F	34	11	B	1	4	A,B,E,F	4	56,230,133,134
101	A	30	F	41	11	B	1	4	A,B,E,F	4	59,232,136,137
102	A	37	F	48	11	B	1	4	A,B,E,F	4	62,234,139,140
103	A	44	F	55	11	B	1	4	A,B,E,F	4	65,236,142,143
104	A	51	F	62	11	B	1	4	A,B,E,F	4	68,238,145,146
105	A	58	F	69	11	B	1	4	A,B,E,F	4	71,240,148,149
106	A	65	F	76	11	B	1	4	A,B,E,F	4	74,242,151,152
107	A	72	F	83	11	B	1	4	A,B,E,F	4	77,244,154,155
108	A	79	F	90	11	B	1	4	A,B,E,F	4	80,246,157,158
109	A	86	F	97	11	B	1	4	A,B,E,F	4	83,248,160,161
110	A	93	F	104	11	B	1	4	A,B,E,F	4	86,250,163,164
111	A	100	F	111	11	B	1	4	A,B,E,F	4	89,252,166,167
112	A	107	F	118	11	B	1	4	A,B,E,F	4	92,254,169,170
113	A	114	F	125	11	B	1	4	A,B,E,F	4	95,256,172,173
114	A	121	F	132	11	B	1	4	A,B,E,F	4	98,258,175,176
115	A	128	F	139	11	B	1	4	A,B,E,F	4	101,260,178,179
116	A	135	F	146	11	B	1	4	A,B,E,F	4	104,262,181,182
117	A	142	F	153	11	B	1	4	A,B,E,F	4	107,264,184,185
118	A	149	F	160	11	B	1	4	A,B,E,F	4	110,266,187,188
119	A	156	F	167	11	B	1	4	A,B,E,F	4	113,268,190,191
120	A	163	F	174	11	B	1	4	A,B,E,F	4	116,270,193,194
121	B	9	A	16	7	0	0	3	B,C,A	2	50,51
122	B	16	A	23	7	0	0	3	B,C,A	2	54,55
123	B	23	A	30	7	0	0	3	B,C,A	2	57,58
124	B	30	A	37	7	0	0	3	B,C,A	2	60,61
125	B	37	A	44	7	0	0	3	B,C,A	2	63,64
126	B	44	A	51	7	0	0	3	B,C,A	2	66,67
127	B	51	A	58	7	0	0	3	B,C,A	2	69,70
128	B	58	A	65	7	0	0	3	B,C,A	2	72,73
129	B	65	A	72	7	0	0	3	B,C,A	2	75,76
130	B	72	A	79	7	0	0	3	B,C,A	2	78,79
131	B	79	A	86	7	0	0	3	B,C,A	2	81,82
132	B	86	A	93	7	0	0	3	B,C,A	2	84,85
133	B	93	A	100	7	0	0	3	B,C,A	2	87,88
134	B	100	A	107	7	0	0	3	B,C,A	2	90,91
135	B	107	A	114	7	0	0	3	B,C,A	2	93,94
136	B	114	A	121	7	0	0	3	B,C,A	2	96,97
137	B	121	A	128	7	0	0	3	B,C,A	2	99,100
138	B	128	A	135	7	0	0	3	B,C,A	2	102,103
139	B	135	A	142	7	0	0	3	B,C,A	2	105,106
140	B	142	A	149	7	0	0	3	B,C,A	2	108,109
141	B	149	A	156	7	0	0	3	B,C,A	2	111,112
142	B	156	A	163	7	0	0	3	B,C,A	2	114,115
143	B	163	A	170	7	0	0	3	B,C,A	2	117,118
144	B	170	A	177	7	0	0	3	B,C,A	2	119,120
145	B	9	C	13	4	0	0	2	B,C	1	50
146	B	16	C	20	4	0	0	2	B,C	1	54
147	B	23	C	27	4	0	0	2	B,C	1	57
148	B	30	C	34	4	0	0	2	B,C	1	60
149	B	37	C	41	4	0	0	2	B,C	1	63
150	B	44	C	48	4	0	0	2	B,C	1	66
151	B	51	C	55	4	0	0	2	B,C	1	69
152	B	58	C	62	4	0	0	2	B,C	1	72
153	B	65	C	69	4	0	0	2	B,C	1	75
154	B	72	C	76	4	0	0	2	B,C	1	78
155	B	79	C	83	4	0	0	2	B,C	1	81
156	B	86	C	90	4	0	0	2	B,C	1	84
157	B	93	C	97	4	0	0	2	B,C	1	87
158	B	100	C	104	4	0	0	2	B,C	1	90
159	B	107	C	111	4	0	0	2	B,C	1	93
160	B	114	C	118	4	0	0	2	B,C	1	96
161	B	121	C	125	4	0	0	2	B,C	1	99
162	B	128	C	132	4	0	0	2	B,C	1	102
163	B	135	C	139	4	0	0	2	B,C	1	105
164	B	142	C	146	4	0	0	2	B,C	1	108
165	B	149	C	153	4	0	0	2	B,C	1	111
166	B	156	C	160	4	0	0	2	B,C	1	114
167	B	163	C	167	4	0	0	2	B,C	1	117
168	B	170	C	174	4	0	0	2	B,C	1	119
169	B	9	D	26	17	A	6	4	B,C,A,D	4	50,51,224,6
170	B	16	D	33	17	A	6	4	B,C,A,D	4	54,55,227,8
171	B	23	D	40	17	A	6	4	B,C,A,D	4	57,58,229,10
172	B	30	D	47	17	A	6	4	B,C,A,D	4	60,61,231,12
173	B	37	D	54	17	A	6	4	B,C,A,D	4	63,64,233,14
174	B	44	D	61	17	A	6	4	B,C,A,D	4	66,67,235,16
175	B	51	D	68	17	A	6	4	B,C,A,D	4	69,70,237,18
176	B	58	D	75	17	A	6	4	B,C,A,D	4	72,73,239,20
177	B	65	D	82	17	A	6	4	B,C,A,D	4	75,76,241,22
178	B	72	D	89	17	A	6	4	B,C,A,D	4	78,79,243,24
179	B	79	D	96	17	A	6	4	B,C,A,D	4	81,82,245,26
180	B	86	D	103	17	A	6	4	B,C,A,D	4	84,85,247,28
181	B	93	D	110	17	A	6	4	B,C,A,D	4	87,88,249,30
182	B	100	D	117	17	A	6	4	B,C,A,D	4	90,91,251,32
183	B	107	D	124	17	A	6	4	B,C,A,D	4	93,94,253,34
184	B	114	D	131	17	A	6	4	B,C,A,D	4	96,97,255,36
185	B	121	D	138	17	A	6	4	B,C,A,D	4	99,100,257,38
186	B	128	D	145	17	A	6	4	B,C,A,D	4	102,103,259,40
187	B	135	D	152	17	A	6	4	B,C,A,D	4	105,106,261,42
188	B	142	D	159	17	A	6	4	B,C,A,D	4	108,109,263,44
189	B	149	D	166	17	A	6	4	B,C,A,D	4	111,112,265,46
190	B	3	E	5	2	0	0	2	B,E	1	121
191	B	10	E	12	2	0	0	2	B,E	1	124
192	B	17	E	19	2	0	0	2	B,E	1	127
193	B	24	E	26	2	0	0	2	B,E	1	130
194	B	31	E	33	2	0	0	2	B,E	1	133
195	B	38	E	40	2	0	0	2	B,E	1	136
196	B	45	E	47	2	0	0	2	B,E	1	139
197	B	52	E	54	2	0	0	2	B,E	1	142
198	B	59	E	61	2	0	0	2	B,E	1	145
199	B	66	E	68	2	0	0	2	B,E	1	148
200	B	73	E	75	2	0	0	2	B,E	1	151
201	B	80	E	82	2	0	0	2	B,E	1	154
202	B	87	E	89	2	0	0	2	B,E	1	157
203	B	94	E	96	2	0	0	2	B,E	1	160
204	B	101	E	103	2	0	0	2	B,E	1	163
205	B	108	E	110	2	0	0	2	B,E	1	166
206	B	115	E	117	2	0	0	2	B,E	1	169
207	B	122	E	124	2	0	0	2	B,E	1	172
208	B	129	E	131	2	0	0	2	B,E	1	175
209	B	136	E	138	2	0	0	2	B,E	1	178
210	B	143	E	145	2	0	0	2	B,E	1	181
211	B	150	E	152	2	0	0	2	B,E	1	184
212	B	157	E	159	2	0	0	2	B,E	1	187
213	B	164	E	166	2	0	0	2	B,E	1	190
214	B	171	E	173	2	0	0	2	B,E	1	193
215	B	3	F	6	3	0	0	3	B,E,F	2	121,122
216	B	10	F	13	3	0	0	3	B,E,F	2	124,125
217	B	17	F	20	3	0	0	3	B,E,F	2	127,128
218	B	24	F	27	3	0	0	3	B,E,F	2	130,131
219	B	31	F	34	3	0	0	3	B,E,F	2	133,134
220	B	38	F	41	3	0	0	3	B,E,F	2	136,137
221	B	45	F	48	3	0	0	3	B,E,F	2	139,140
222	B	52	F	55	3	0	0	3	B,E,F	2	142,143
223	B	59	F	62	3	0	0	3	B,E,F	2	145,146
224	B	66	F	69	3	0	0	3	B,E,F	2	148,149
225	B	73	F	76	3	0	0	3	B,E,F	2	151,152
226	B	80	F	83	3	0	0	3	B,E,F	2	154,155
227	B	87	F	90	3	0	0	3	B,E,F	2	157,158
228	B	94	F	97	3	0	0	3	B,E,F	2	160,161
229	B	101	F	104	3	0	0	3	B,E,F	2	163,164
230	B	108	F	111	3	0	0	3	B,E,F	2	166,167
231	B	115	F	118	3	0	0	3	B,E,F	2	169,170
232	B	122	F	125	3	0	0	3	B,E,F	2	172,173
233	B	129	F	132	3	0	0	3	B,E,F	2	175,176
234	B	136	F	139	3	0	0	3	B,E,F	2	178,179
235	B	143	F	146	3	0	0	3	B,E,F	2	181,182
236	B	150	F	153	3	0	0	3	B,E,F	2	184,185
237	B	157	F	160	3	0	0	3	B,E,F	2	187,188
238	B	164	F	167	3	0	0	3	B,E,F	2	190,191
239	B	171	F	174	3	0	0	3	B,E,F	2	193,194
240	C	13	A	16	3	0	0	2	C,A	1	51
241	C	20	A	23	3	0	0	2	C,A	1	55
242	C	27	A	30	3	0	0	2	C,A	1	58
243	C	34	A	37	3	0	0	2	C,A	1	61
244	C	41	A	44	3	0	0	2	C,A	1	64
245	C	48	A	51	3	0	0	2	C,A	1	67
246	C	55	A	58	3	0	0	2	C,A	1	70
247	C	62	A	65	3	0	0	2	C,A	1	73
248	C	69	A	72	3	0	0	2	C,A	1	76
249	C	76	A	79	3	0	0	2	C,A	1	79
250	C	83	A	86	3	0	0	2	C,A	1	82
251	C	90	A	93	3	0	0	2	C,A	1	85
252	C	97	A	100	3	0	0	2	C,A	1	88
253	C	104	A	107	3	0	0	2	C,A	1	91
254	C	111	A	114	3	0	0	2	C,A	1	94
255	C	118	A	121	3	0	0	2	C,A	1	97
256	C	125	A	128	3	0	0	2	C,A	1	100
257	C	132	A	135	3	0	0	2	C,A	1	103
258	C	139	A	142	3	0	0	2	C,A	1	106
259	C	146	A	149	3	0	0	2	C,A	1	109
260	C	153	A	156	3	0	0	2	C,A	1	112
261	C	160	A	163	3	0	0	2	C,A	1	115
262	C	167	A	170	3	0	0	2	C,A	1	118
263	C	174	A	177	3	0	0	2	C,A	1	120
264	C	13	B	23	10	0	0	3	C,A,B	2	51,52
265	C	20	B	30	10	0	0	3	C,A,B	2	55,56
266	C	27	B	37	10	0	0	3	C,A,B	2	58,59
267	C	34	B	44	10	0	0	3	C,A,B	2	61,62
268	C	41	B	51	10	0	0	3	C,A,B	2	64,65
269	C	48	B	58	10	0	0	3	C,A,B	2	67,68
270	C	55	B	65	10	0	0	3	C,A,B	2	70,71
271	C	62	B	72	10	0	0	3	C,A,B	2	73,74
272	C	69	B	79	10	0	0	3	C,A,B	2	76,77
273	C	76	B	86	10	0	0	3	C,A,B	2	79,80
274	C	83	B	93	10	0	0	3	C,A,B	2	82,83
275	C	90	B	100	10	0	0	3	C,A,B	2	85,86
276	C	97	B	107	10	0	0	3	C,A,B	2	88,89
277	C	104	B	114	10	0	0	3	C,A,B	2	91,92
278	C	111	B	121	10	0	0	3	C,A,B	2	94,95
279	C	118	B	128	10	0	0	3	C,A,B	2	97,98
280	C	125	B	135	10	0	0	3	C,A,B	2	100,101
281	C	132	B	142	10	0	0	3	C,A,B	2	103,104
282	C	139	B	149	10	0	0	3	C,A,B	2	106,107
283	C	146	B	156	10	0	0	3	C,A,B	2	109,110
284	C	153	B	163	10	0	0	3	C,A,B	2	112,113
285	C	160	B	170	10	0	0	3	C,A,B	2	115,116
286	C	13	D	26	13	A	6	3	C,A,D	3	51,224,6
287	C	20	D	33	13	A	6	3	C,A,D	3	55,227,8
288	C	27	D	40	13	A	6	3	C,A,D	3	58,229,10
289	C	34	D	47	13	A	6	3	C,A,D	3	61,231,12
290	C	41	D	54	13	A	6	3	C,A,D	3	64,233,14
291	C	48	D	61	13	A	6	3	C,A,D	3	67,235,16
292	C	55	D	68	13	A	6	3	C,A,D	3	70,237,18
293	C	62	D	75	13	A	6	3	C,A,D	3	73,239,20
294	C	69	D	82	13	A	6	3	C,A,D	3	76,241,22
295	C	76	D	89	13	A	6	3	C,A,D	3	79,243,24
296	C	83	D	96	13	A	6	3	C,A,D	3	82,245,26
297	C	90	D	103	13	A	6	3	C,A,D	3	85,247,28
298	C	97	D	110	13	A	6	3	C,A,D	3	88,249,30
299	C	104	D	117	13	A	6	3	C,A,D	3	91,251,32
300	C	111	D	124	13	A	6	3	C,A,D	3	94,253,34
301	C	118	D	131	13	A	6	3	C,A,D	3	97,255,36
302	C	125	D	138	13	A	6	3	C,A,D	3	100,257,38
303	C	132	D	145	13	A	6	3	C,A,D	3	103,259,40
304	C	139	D	152	13	A	6	3	C,A,D	3	106,261,42
305	C	146	D	159	13	A	6	3	C,A,D	3	109,263,44
306	C	153	D	166	13	A	6	3	C,A,D	3	112,265,46
307	C	13	E	26	13	B	1	4	C,A,B,E	4	51,52,228,130
308	C	20	E	33	13	B	1	4	C,A,B,E	4	55,56,230,133
309	C	27	E	40	13	B	1	4	C,A,B,E	4	58,59,232,136
310	C	34	E	47	13	B	1	4	C,A,B,E	4	61,62,234,139
311	C	41	E	54	13	B	1	4	C,A,B,E	4	64,65,236,142
312	C	48	E	61	13	B	1	4	C,A,B,E	4	67,68,238,145
313	C	55	E	68	13	B	1	4	C,A,B,E	4	70,71,240,148
314	C	62	E	75	13	B	1	4	C,A,B,E	4	73,74,242,151
315	C	69	E	82	13	B	1	4	C,A,B,E	4	76,77,244,154
316	C	76	E	89	13	B	1	4	C,A,B,E	4	79,80,246,157
317	C	83	E	96	13	B	1	4	C,A,B,E	4	82,83,248,160
318	C	90	E	103	13	B	1	4	C,A,B,E	4	85,86,250,163
319	C	97	E	110	13	B	1	4	C,A,B,E	4	88,89,252,166
320	C	104	E	117	13	B	1	4	C,A,B,E	4	91,92,254,169
321	C	111	E	124	13	B	1	4	C,A,B,E	4	94,95,256,172
322	C	118	E	131	13	B	1	4	C,A,B,E	4	97,98,258,175
323	C	125	E	138	13	B	1	4	C,A,B,E	4	100,101,260,178
324	C	132	E	145	13	B	1	4	C,A,B,E	4	103,104,262,181
325	C	139	E	152	13	B	1	4	C,A,B,E	4	106,107,264,184
326	C	146	E	159	13	B	1	4	C,A,B,E	4	109,110,266,187
327	C	153	E	166	13	B	1	4	C,A,B,E	4	112,113,268,190
328	C	160	E	173	13	B	1	4	C,A,B,E	4	115,116,270,193
329	C	13	F	27	14	B	1	5	C,A,B,E,F	5	51,52,228,130,131
330	C	20	F	34	14	B	1	5	C,A,B,E,F	5	55,56,230,133,134
331	C	27	F	41	14	B	1	5	C,A,B,E,F	5	58,59,232,136,137
332	C	34	F	48	14	B	1	5	C,A,B,E,F	5	61,62,234,139,140
333	C	41	F	55	14	B	1	5	C,A,B,E,F	5	64,65,236,142,143
334	C	48	F	62	14	B	1	5	C,A,B,E,F	5	67,68,238,145,146
335	C	55	F	69	14	B	1	5	C,A,B,E,F	5	70,71,240,148,149
336	C	62	F	76	14	B	1	5	C,A,B,E,F	5	73,74,242,151,152
337	C	69	F	83	14	B	1	5	C,A,B,E,F	5	76,77,244,154,155
338	C	76	F	90	14	B	1	5	C,A,B,E,F	5	79,80,246,157,158
339	C	83	F	97	14	B	1	5	C,A,B,E,F	5	82,83,248,160,161
340	C	90	F	104	14	B	1	5	C,A,B,E,F	5	85,86,250,163,164
341	C	97	F	111	14	B	1	5	C,A,B,E,F	5	88,89,252,166,167
342	C	104	F	118	14	B	1	5	C,A,B,E,F	5	91,92,254,169,170
343	C	111	F	125	14	B	1	5	C,A,B,E,F	5	94,95,256,172,173
344	C	118	F	132	14	B	1	5	C,A,B,E,F	5	97,98,258,175,176
345	C	125	F	139	14	B	1	5	C,A,B,E,F	5	100,101,260,178,179
346	C	132	F	146	14	B	1	5	C,A,B,E,F	5	103,104,262,181,182
347	C	139	F	153	14	B	1	5	C,A,B,E,F	5	106,107,264,184,185
348	C	146	F	160	14	B	1	5	C,A,B,E,F	5	109,110,266,187,188
349	C	153	F	167	14	B	1	5	C,A,B,E,F	5	112,113,268,190,191
350	C	160	F	174	14	B	1	5	C,A,B,E,F	5	115,116,270,193,194
351	D	5	A	15	10	0	0	2	D,A	1	2
352	D	12	A	22	10	0	0	2	D,A	1	5
353	D	19	A	29	10	0	0	2	D,A	1	7
354	D	26	A	36	10	0	0	2	D,A	1	9
355	D	33	A	43	10	0	0	2	D,A	1	11
356	D	40	A	50	10	0	0	2	D,A	1	13
357	D	47	A	57	10	0	0	2	D,A	1	15
358	D	54	A	64	10	0	0	2	D,A	1	17
359	D	61	A	71	10	0	0	2	D,A	1	19
360	D	68	A	78	10	0	0	2	D,A	1	21
361	D	75	A	85	10	0	0	2	D,A	1	23
362	D	82	A	92	10	0	0	2	D,A	1	25
363	D	89	A	99	10	0	0	2	D,A	1	27
364	D	96	A	106	10	0	0	2	D,A	1	29
365	D	103	A	113	10	0	0	2	D,A	1	31
366	D	110	A	120	10	0	0	2	D,A	1	33
367	D	117	A	127	10	0	0	2	D,A	1	35
368	D	124	A	134	10	0	0	2	D,A	1	37
369	D	131	A	141	10	0	0	2	D,A	1	39
370	D	138	A	148	10	0	0	2	D,A	1	41
371	D	145	A	155	10	0	0	2	D,A	1	43
372	D	152	A	162	10	0	0	2	D,A	1	45
373	D	159	A	169	10	0	0	2	D,A	1	47
374	D	166	A	176	10	0	0	2	D,A	1	48
375	D	5	B	23	18	A	1	3	D,A,B	3	2,197,52
376	D	12	B	30	18	A	1	3	D,A,B	3	5,199,56
377	D	19	B	37	18	A	1	3	D,A,B	3	7,200,59
378	D	26	B	44	18	A	1	3	D,A,B	3	9,201,62
379	D	33	B	51	18	A	1	3	D,A,B	3	11,202,65
380	D	40	B	58	18	A	1	3	D,A,B	3	13,203,68
381	D	47	B	65	18	A	1	3	D,A,B	3	15,204,71
382	D	54	B	72	18	A	1	3	D,A,B	3	17,205,74
383	D	61	B	79	18	A	1	3	D,A,B	3	19,206,77
384	D	68	B	86	18	A	1	3	D,A,B	3	21,207,80
385	D	75	B	93	18	A	1	3	D,A,B	3	23,208,83
386	D	82	B	100	18	A	1	3	D,A,B	3	25,209,86
387	D	89	B	107	18	A	1	3	D,A,B	3	27,210,89
388	D	96	B	114	18	A	1	3	D,A,B	3	29,211,92
389	D	103	B	121	18	A	1	3	D,A,B	3	31,212,95
390	D	110	B	128	18	A	1	3	D,A,B	3	33,213,98
391	D	117	B	135	18	A	1	3	D,A,B	3	35,214,101
392	D	124	B	142	18	A	1	3	D,A,B	3	37,215,104
393	D	131	B	149	18	A	1	3	D,A,B	3	39,216,107
394	D	138	B	156	18	A	1	3	D,A,B	3	41,217,110
395	D	145	B	163	18	A	1	3	D,A,B	3	43,218,113
396	D	152	B	170	18	A	1	3	D,A,B	3	45,219,116
397	D	5	C	27	22	A	1	4	D,A,B,C	4	2,197,52,57
398	D	12	C	34	22	A	1	4	D,A,B,C	4	5,199,56,60
399	D	19	C	41	22	A	1	4	D,A,B,C	4	7,200,59,63
400	D	26	C	48	22	A	1	4	D,A,B,C	4	9,201,62,66
401	D	33	C	55	22	A	1	4	D,A,B,C	4	11,202,65,69
402	D	40	C	62	22	A	1	4	D,A,B,C	4	13,203,68,72
403	D	47	C	69	22	A	1	4	D,A,B,C	4	15,204,71,75
404	D	54	C	76	22	A	1	4	D,A,B,C	4	17,205,74,78
405	D	61	C	83	22	A	1	4	D,A,B,C	4	19,206,77,81
406	D	68	C	90	22	A	1	4	D,A,B,C	4	21,207,80,84
407	D	75	C	97	22	A	1	4	D,A,B,C	4	23,208,83,87
408	D	82	C	104	22	A	1	4	D,A,B,C	4	25,209,86,90
409	D	89	C	111	22	A	1	4	D,A,B,C	4	27,210,89,93
410	D	96	C	118	22	A	1	4	D,A,B,C	4	29,211,92,96
411	D	103	C	125	22	A	1	4	D,A,B,C	4	31,212,95,99
412	D	110	C	132	22	A	1	4	D,A,B,C	4	33,213,98,102
413	D	117	C	139	22	A	1	4	D,A,B,C	4	35,214,101,105
414	D	124	C	146	22	A	1	4	D,A,B,C	4	37,215,104,108
415	D	131	C	153	22	A	1	4	D,A,B,C	4	39,216,107,111
416	D	138	C	160	22	A	1	4	D,A,B,C	4	41,217,110,114
417	D	145	C	167	22	A	1	4	D,A,B,C	4	43,218,113,117
418	D	152	C	174	22	A	1	4	D,A,B,C	4	45,219,116,119
419	D	5	E	26	21	A,B	1,1	4	D,A,B,E	5	2,197,52,228,130
420	D	12	E	33	21	A,B	1,1	4	D,A,B,E	5	5,199,56,230,133
421	D	19	E	40	21	A,B	1,1	4	D,A,B,E	5	7,200,59,232,136
422	D	26	E	47	21	A,B	1,1	4	D,A,B,E	5	9,201,62,234,139
423	D	33	E	54	21	A,B	1,1	4	D,A,B,E	5	11,202,65,236,142
424	D	40	E	61	21	A,B	1,1	4	D,A,B,E	5	13,203,68,238,145
425	D	47	E	68	21	A,B	1,1	4	D,A,B,E	5	15,204,71,240,148
426	D	54	E	75	21	A,B	1,1	4	D,A,B,E	5	17,205,74,242,151
427	D	61	E	82	21	A,B	1,1	4	D,A,B,E	5	19,206,77,244,154
428	D	68	E	89	21	A,B	1,1	4	D,A,B,E	5	21,207,80,246,157
429	D	75	E	96	21	A,B	1,1	4	D,A,B,E	5	23,208,83,248,160
430	D	82	E	103	21	A,B	1,1	4	D,A,B,E	5	25,209,86,250,163
431	D	89	E	110	21	A,B	1,1	4	D,A,B,E	5	27,210,89,252,166
432	D	96	E	117	21	A,B	1,1	4	D,A,B,E	5	29,211,92,254,169
433	D	103	E	124	21	A,B	1,1	4	D,A,B,E	5	31,212,95,256,172
434	D	110	E	131	21	A,B	1,1	4	D,A,B,E	5	33,213,98,258,175
435	D	117	E	138	21	A,B	1,1	4	D,A,B,E	5	35,214,101,260,178
436	D	124	E	145	21	A,B	1,1	4	D,A,B,E	5	37,215,104,262,181
437	D	131	E	152	21	A,B	1,1	4	D,A,B,E	5	39,216,107,264,184
438	D	138	E	159	21	A,B	1,1	4	D,A,B,E	5	41,217,110,266,187
439	D	145	E	166	21	A,B	1,1	4	D,A,B,E	5	43,218,113,268,190
440	D	152	E	173	21	A,B	1,1	4	D,A,B,E	5	45,219,116,270,193
