RequestID	OriginPort	OriginTime	DestinationPort	RoundTrip	W_i_Earlist	ArrivalTime_to_Destination	PathTime	TransshipPort	TransshipTime	Port_Path	PathID	ArcIDs
61	A	65	D	9	57	73	8	0	0	56	A,B,C,D	52,67,68
62	A	65	D	10	64	73	8	0	0	56	A,B,C,D	52,67,68
62	A	72	D	10	64	80	8	0	0	57	A,B,C,D	59,74,75
63	A	72	D	11	71	80	8	0	0	57	A,B,C,D	59,74,75
63	A	79	D	11	71	87	8	0	0	58	A,B,C,D	66,81,82
64	A	79	D	12	78	87	8	0	0	58	A,B,C,D	66,81,82
64	A	86	D	12	78	94	8	0	0	59	A,B,C,D	73,88,89
65	A	86	D	13	85	94	8	0	0	59	A,B,C,D	73,88,89
65	A	93	D	13	85	101	8	0	0	60	A,B,C,D	80,95,96
66	A	93	D	14	92	101	8	0	0	60	A,B,C,D	80,95,96
66	A	100	D	14	92	108	8	0	0	61	A,B,C,D	87,102,103
67	A	100	D	15	99	108	8	0	0	61	A,B,C,D	87,102,103
67	A	107	D	15	99	115	8	0	0	62	A,B,C,D	94,109,110
68	A	107	D	16	106	115	8	0	0	62	A,B,C,D	94,109,110
68	A	114	D	16	106	122	8	0	0	63	A,B,C,D	101,116,117
69	A	114	D	17	113	122	8	0	0	63	A,B,C,D	101,116,117
69	A	121	D	17	113	129	8	0	0	64	A,B,C,D	108,123,124
70	A	121	D	18	120	129	8	0	0	64	A,B,C,D	108,123,124
70	A	128	D	18	120	136	8	0	0	65	A,B,C,D	115,130,131
71	A	128	D	19	127	136	8	0	0	65	A,B,C,D	115,130,131
71	A	135	D	19	127	143	8	0	0	66	A,B,C,D	122,137,138
72	A	135	D	20	134	143	8	0	0	66	A,B,C,D	122,137,138
72	A	142	D	20	134	150	8	0	0	67	A,B,C,D	129,144,145
73	A	142	D	21	141	150	8	0	0	67	A,B,C,D	129,144,145
73	A	149	D	21	141	157	8	0	0	68	A,B,C,D	136,150,151
74	A	149	D	22	148	157	8	0	0	68	A,B,C,D	136,150,151
74	A	156	D	22	148	164	8	0	0	69	A,B,C,D	143,156,157
75	A	156	D	23	155	164	8	0	0	69	A,B,C,D	143,156,157
79	A	2	E	1	1	12	10	0	0	70	A,B,C,D,E	1,2,3,4
79	A	9	E	1	1	19	10	0	0	71	A,B,C,D,E	9,10,11,12
80	A	9	E	2	8	19	10	0	0	71	A,B,C,D,E	9,10,11,12
80	A	16	E	2	8	26	10	0	0	72	A,B,C,D,E	17,18,19,20
81	A	16	E	3	15	26	10	0	0	72	A,B,C,D,E	17,18,19,20
81	A	23	E	3	15	33	10	0	0	73	A,B,C,D,E	8,25,26,27
82	A	23	E	4	22	33	10	0	0	73	A,B,C,D,E	8,25,26,27
82	A	30	E	4	22	40	10	0	0	74	A,B,C,D,E	16,32,33,34
83	A	30	E	5	29	40	10	0	0	74	A,B,C,D,E	16,32,33,34
83	A	37	E	5	29	47	10	0	0	75	A,B,C,D,E	24,39,40,41
84	A	37	E	6	36	47	10	0	0	75	A,B,C,D,E	24,39,40,41
84	A	44	E	6	36	54	10	0	0	76	A,B,C,D,E	31,46,47,48
85	A	44	E	7	43	54	10	0	0	76	A,B,C,D,E	31,46,47,48
85	A	51	E	7	43	61	10	0	0	77	A,B,C,D,E	38,53,54,55
86	A	51	E	8	50	61	10	0	0	77	A,B,C,D,E	38,53,54,55
86	A	58	E	8	50	68	10	0	0	78	A,B,C,D,E	45,60,61,62
87	A	58	E	9	57	68	10	0	0	78	A,B,C,D,E	45,60,61,62
87	A	65	E	9	57	75	10	0	0	79	A,B,C,D,E	52,67,68,69
88	A	65	E	10	64	75	10	0	0	79	A,B,C,D,E	52,67,68,69
88	A	72	E	10	64	82	10	0	0	80	A,B,C,D,E	59,74,75,76
89	A	72	E	11	71	82	10	0	0	80	A,B,C,D,E	59,74,75,76
89	A	79	E	11	71	89	10	0	0	81	A,B,C,D,E	66,81,82,83
90	A	79	E	12	78	89	10	0	0	81	A,B,C,D,E	66,81,82,83
90	A	86	E	12	78	96	10	0	0	82	A,B,C,D,E	73,88,89,90
91	A	86	E	13	85	96	10	0	0	82	A,B,C,D,E	73,88,89,90
91	A	93	E	13	85	103	10	0	0	83	A,B,C,D,E	80,95,96,97
92	A	93	E	14	92	103	10	0	0	83	A,B,C,D,E	80,95,96,97
92	A	100	E	14	92	110	10	0	0	84	A,B,C,D,E	87,102,103,104
93	A	100	E	15	99	110	10	0	0	84	A,B,C,D,E	87,102,103,104
93	A	107	E	15	99	117	10	0	0	85	A,B,C,D,E	94,109,110,111
94	A	107	E	16	106	117	10	0	0	85	A,B,C,D,E	94,109,110,111
94	A	114	E	16	106	124	10	0	0	86	A,B,C,D,E	101,116,117,118
95	A	114	E	17	113	124	10	0	0	86	A,B,C,D,E	101,116,117,118
95	A	121	E	17	113	131	10	0	0	87	A,B,C,D,E	108,123,124,125
96	A	121	E	18	120	131	10	0	0	87	A,B,C,D,E	108,123,124,125
96	A	128	E	18	120	138	10	0	0	88	A,B,C,D,E	115,130,131,132
97	A	128	E	19	127	138	10	0	0	88	A,B,C,D,E	115,130,131,132
97	A	135	E	19	127	145	10	0	0	89	A,B,C,D,E	122,137,138,139
98	A	135	E	20	134	145	10	0	0	89	A,B,C,D,E	122,137,138,139
98	A	142	E	20	134	152	10	0	0	90	A,B,C,D,E	129,144,145,146
99	A	142	E	21	141	152	10	0	0	90	A,B,C,D,E	129,144,145,146
99	A	149	E	21	141	159	10	0	0	91	A,B,C,D,E	136,150,151,152
100	A	149	E	22	148	159	10	0	0	91	A,B,C,D,E	136,150,151,152
100	A	156	E	22	148	166	10	0	0	92	A,B,C,D,E	143,156,157,158
101	A	156	E	23	155	166	10	0	0	92	A,B,C,D,E	143,156,157,158
105	A	2	F	1	1	13	11	D	2	93	A,B,C,D,F	1,2,3,272,169
105	A	2	F	1	1	14	12	0	0	94	A,B,C,D,E,F	1,2,3,4,5
105	A	2	F	1	1	20	18	D	9	95	A,B,C,D,F	1,2,3,273,175
105	A	9	F	1	1	20	11	D	2	96	A,B,C,D,F	9,10,11,276,175
105	A	9	F	1	1	21	12	0	0	97	A,B,C,D,E,F	9,10,11,12,13
106	A	9	F	2	8	20	11	D	2	96	A,B,C,D,F	9,10,11,276,175
106	A	9	F	2	8	21	12	0	0	97	A,B,C,D,E,F	9,10,11,12,13
106	A	9	F	2	8	27	18	D	9	98	A,B,C,D,F	9,10,11,277,181
106	A	16	F	2	8	27	11	D	2	99	A,B,C,D,F	17,18,19,280,181
106	A	16	F	2	8	28	12	0	0	100	A,B,C,D,E,F	17,18,19,20,21
107	A	16	F	3	15	27	11	D	2	99	A,B,C,D,F	17,18,19,280,181
107	A	16	F	3	15	28	12	0	0	100	A,B,C,D,E,F	17,18,19,20,21
107	A	16	F	3	15	34	18	D	9	101	A,B,C,D,F	17,18,19,281,186
107	A	23	F	3	15	34	11	D	2	102	A,B,C,D,F	8,25,26,284,186
107	A	23	F	3	15	35	12	0	0	103	A,B,C,D,E,F	8,25,26,27,28
108	A	23	F	4	22	34	11	D	2	102	A,B,C,D,F	8,25,26,284,186
108	A	23	F	4	22	35	12	0	0	103	A,B,C,D,E,F	8,25,26,27,28
108	A	23	F	4	22	41	18	D	9	104	A,B,C,D,F	8,25,26,285,191
108	A	30	F	4	22	41	11	D	2	105	A,B,C,D,F	16,32,33,288,191
108	A	30	F	4	22	42	12	0	0	106	A,B,C,D,E,F	16,32,33,34,35
109	A	30	F	5	29	41	11	D	2	105	A,B,C,D,F	16,32,33,288,191
109	A	30	F	5	29	42	12	0	0	106	A,B,C,D,E,F	16,32,33,34,35
109	A	30	F	5	29	48	18	D	9	107	A,B,C,D,F	16,32,33,289,196
109	A	37	F	5	29	48	11	D	2	108	A,B,C,D,F	24,39,40,292,196
109	A	37	F	5	29	49	12	0	0	109	A,B,C,D,E,F	24,39,40,41,42
110	A	37	F	6	36	48	11	D	2	108	A,B,C,D,F	24,39,40,292,196
110	A	37	F	6	36	49	12	0	0	109	A,B,C,D,E,F	24,39,40,41,42
110	A	37	F	6	36	55	18	D	9	110	A,B,C,D,F	24,39,40,293,201
110	A	44	F	6	36	55	11	D	2	111	A,B,C,D,F	31,46,47,296,201
110	A	44	F	6	36	56	12	0	0	112	A,B,C,D,E,F	31,46,47,48,49
111	A	44	F	7	43	55	11	D	2	111	A,B,C,D,F	31,46,47,296,201
111	A	44	F	7	43	56	12	0	0	112	A,B,C,D,E,F	31,46,47,48,49
111	A	44	F	7	43	62	18	D	9	113	A,B,C,D,F	31,46,47,297,206
111	A	51	F	7	43	62	11	D	2	114	A,B,C,D,F	38,53,54,300,206
111	A	51	F	7	43	63	12	0	0	115	A,B,C,D,E,F	38,53,54,55,56
112	A	51	F	8	50	62	11	D	2	114	A,B,C,D,F	38,53,54,300,206
112	A	51	F	8	50	63	12	0	0	115	A,B,C,D,E,F	38,53,54,55,56
112	A	51	F	8	50	69	18	D	9	116	A,B,C,D,F	38,53,54,301,211
112	A	58	F	8	50	69	11	D	2	117	A,B,C,D,F	45,60,61,304,211
112	A	58	F	8	50	70	12	0	0	118	A,B,C,D,E,F	45,60,61,62,63
113	A	58	F	9	57	69	11	D	2	117	A,B,C,D,F	45,60,61,304,211
113	A	58	F	9	57	70	12	0	0	118	A,B,C,D,E,F	45,60,61,62,63
113	A	58	F	9	57	76	18	D	9	119	A,B,C,D,F	45,60,61,305,216
113	A	65	F	9	57	76	11	D	2	120	A,B,C,D,F	52,67,68,308,216
113	A	65	F	9	57	77	12	0	0	121	A,B,C,D,E,F	52,67,68,69,70
114	A	65	F	10	64	76	11	D	2	120	A,B,C,D,F	52,67,68,308,216
114	A	65	F	10	64	77	12	0	0	121	A,B,C,D,E,F	52,67,68,69,70
114	A	65	F	10	64	83	18	D	9	122	A,B,C,D,F	52,67,68,309,221
114	A	72	F	10	64	83	11	D	2	123	A,B,C,D,F	59,74,75,312,221
114	A	72	F	10	64	84	12	0	0	124	A,B,C,D,E,F	59,74,75,76,77
115	A	72	F	11	71	83	11	D	2	123	A,B,C,D,F	59,74,75,312,221
115	A	72	F	11	71	84	12	0	0	124	A,B,C,D,E,F	59,74,75,76,77
115	A	72	F	11	71	90	18	D	9	125	A,B,C,D,F	59,74,75,313,226
115	A	79	F	11	71	90	11	D	2	126	A,B,C,D,F	66,81,82,316,226
115	A	79	F	11	71	91	12	0	0	127	A,B,C,D,E,F	66,81,82,83,84
116	A	79	F	12	78	90	11	D	2	126	A,B,C,D,F	66,81,82,316,226
116	A	79	F	12	78	91	12	0	0	127	A,B,C,D,E,F	66,81,82,83,84
116	A	79	F	12	78	97	18	D	9	128	A,B,C,D,F	66,81,82,317,231
116	A	86	F	12	78	97	11	D	2	129	A,B,C,D,F	73,88,89,320,231
116	A	86	F	12	78	98	12	0	0	130	A,B,C,D,E,F	73,88,89,90,91
117	A	86	F	13	85	97	11	D	2	129	A,B,C,D,F	73,88,89,320,231
117	A	86	F	13	85	98	12	0	0	130	A,B,C,D,E,F	73,88,89,90,91
117	A	86	F	13	85	104	18	D	9	131	A,B,C,D,F	73,88,89,321,236
117	A	93	F	13	85	104	11	D	2	132	A,B,C,D,F	80,95,96,324,236
117	A	93	F	13	85	105	12	0	0	133	A,B,C,D,E,F	80,95,96,97,98
118	A	93	F	14	92	104	11	D	2	132	A,B,C,D,F	80,95,96,324,236
118	A	93	F	14	92	105	12	0	0	133	A,B,C,D,E,F	80,95,96,97,98
118	A	93	F	14	92	111	18	D	9	134	A,B,C,D,F	80,95,96,325,241
118	A	100	F	14	92	111	11	D	2	135	A,B,C,D,F	87,102,103,328,241
118	A	100	F	14	92	112	12	0	0	136	A,B,C,D,E,F	87,102,103,104,105
119	A	100	F	15	99	111	11	D	2	135	A,B,C,D,F	87,102,103,328,241
119	A	100	F	15	99	112	12	0	0	136	A,B,C,D,E,F	87,102,103,104,105
119	A	100	F	15	99	118	18	D	9	137	A,B,C,D,F	87,102,103,329,246
119	A	107	F	15	99	118	11	D	2	138	A,B,C,D,F	94,109,110,332,246
119	A	107	F	15	99	119	12	0	0	139	A,B,C,D,E,F	94,109,110,111,112
120	A	107	F	16	106	118	11	D	2	138	A,B,C,D,F	94,109,110,332,246
120	A	107	F	16	106	119	12	0	0	139	A,B,C,D,E,F	94,109,110,111,112
120	A	107	F	16	106	125	18	D	9	140	A,B,C,D,F	94,109,110,333,251
120	A	114	F	16	106	125	11	D	2	141	A,B,C,D,F	101,116,117,336,251
120	A	114	F	16	106	126	12	0	0	142	A,B,C,D,E,F	101,116,117,118,119
121	A	114	F	17	113	125	11	D	2	141	A,B,C,D,F	101,116,117,336,251
121	A	114	F	17	113	126	12	0	0	142	A,B,C,D,E,F	101,116,117,118,119
121	A	114	F	17	113	132	18	D	9	143	A,B,C,D,F	101,116,117,337,256
121	A	121	F	17	113	132	11	D	2	144	A,B,C,D,F	108,123,124,340,256
121	A	121	F	17	113	133	12	0	0	145	A,B,C,D,E,F	108,123,124,125,126
122	A	121	F	18	120	132	11	D	2	144	A,B,C,D,F	108,123,124,340,256
122	A	121	F	18	120	133	12	0	0	145	A,B,C,D,E,F	108,123,124,125,126
122	A	121	F	18	120	139	18	D	9	146	A,B,C,D,F	108,123,124,341,260
122	A	128	F	18	120	139	11	D	2	147	A,B,C,D,F	115,130,131,344,260
122	A	128	F	18	120	140	12	0	0	148	A,B,C,D,E,F	115,130,131,132,133
123	A	128	F	19	127	139	11	D	2	147	A,B,C,D,F	115,130,131,344,260
123	A	128	F	19	127	140	12	0	0	148	A,B,C,D,E,F	115,130,131,132,133
123	A	128	F	19	127	146	18	D	9	149	A,B,C,D,F	115,130,131,345,264
123	A	135	F	19	127	146	11	D	2	150	A,B,C,D,F	122,137,138,348,264
123	A	135	F	19	127	147	12	0	0	151	A,B,C,D,E,F	122,137,138,139,140
124	A	135	F	20	134	146	11	D	2	150	A,B,C,D,F	122,137,138,348,264
124	A	135	F	20	134	147	12	0	0	151	A,B,C,D,E,F	122,137,138,139,140
124	A	135	F	20	134	153	18	D	9	152	A,B,C,D,F	122,137,138,349,268
124	A	142	F	20	134	153	11	D	2	153	A,B,C,D,F	129,144,145,351,268
124	A	142	F	20	134	154	12	0	0	154	A,B,C,D,E,F	129,144,145,146,147
125	A	142	F	21	141	153	11	D	2	153	A,B,C,D,F	129,144,145,351,268
125	A	142	F	21	141	154	12	0	0	154	A,B,C,D,E,F	129,144,145,146,147
125	A	149	F	21	141	161	12	0	0	155	A,B,C,D,E,F	136,150,151,152,153
126	A	149	F	22	148	161	12	0	0	155	A,B,C,D,E,F	136,150,151,152,153
126	A	156	F	22	148	168	12	0	0	156	A,B,C,D,E,F	143,156,157,158,159
127	A	156	F	23	155	168	12	0	0	156	A,B,C,D,E,F	143,156,157,158,159
131	A	2	G	1	1	17	15	0	0	157	A,B,C,D,E,F,G	1,2,3,4,5,6
131	A	2	G	1	1	17	15	D,F	2,1	158	A,B,C,D,F,G	1,2,3,272,169,357,6
131	A	2	G	1	1	24	22	D,F	2,8	159	A,B,C,D,F,G	1,2,3,272,169,358,14
131	A	2	G	1	1	24	22	D,F	9,1	160	A,B,C,D,F,G	1,2,3,273,175,361,14
131	A	9	G	1	1	24	15	0	0	161	A,B,C,D,E,F,G	9,10,11,12,13,14
131	A	9	G	1	1	24	15	D,F	2,1	162	A,B,C,D,F,G	9,10,11,276,175,361,14
132	A	9	G	2	8	24	15	0	0	161	A,B,C,D,E,F,G	9,10,11,12,13,14
132	A	9	G	2	8	24	15	D,F	2,1	162	A,B,C,D,F,G	9,10,11,276,175,361,14
132	A	9	G	2	8	31	22	D,F	9,1	163	A,B,C,D,F,G	9,10,11,277,181,365,22
132	A	9	G	2	8	31	22	D,F	2,8	164	A,B,C,D,F,G	9,10,11,276,175,362,22
132	A	16	G	2	8	31	15	0	0	165	A,B,C,D,E,F,G	17,18,19,20,21,22
132	A	16	G	2	8	31	15	D,F	2,1	166	A,B,C,D,F,G	17,18,19,280,181,365,22
133	A	16	G	3	15	31	15	0	0	165	A,B,C,D,E,F,G	17,18,19,20,21,22
133	A	16	G	3	15	31	15	D,F	2,1	166	A,B,C,D,F,G	17,18,19,280,181,365,22
133	A	16	G	3	15	38	22	D,F	9,1	167	A,B,C,D,F,G	17,18,19,281,186,369,29
133	A	16	G	3	15	38	22	D,F	2,8	168	A,B,C,D,F,G	17,18,19,280,181,366,29
133	A	23	G	3	15	38	15	0	0	169	A,B,C,D,E,F,G	8,25,26,27,28,29
133	A	23	G	3	15	38	15	D,F	2,1	170	A,B,C,D,F,G	8,25,26,284,186,369,29
134	A	23	G	4	22	38	15	0	0	169	A,B,C,D,E,F,G	8,25,26,27,28,29
134	A	23	G	4	22	38	15	D,F	2,1	170	A,B,C,D,F,G	8,25,26,284,186,369,29
134	A	23	G	4	22	45	22	D,F	9,1	171	A,B,C,D,F,G	8,25,26,285,191,373,36
134	A	23	G	4	22	45	22	D,F	2,8	172	A,B,C,D,F,G	8,25,26,284,186,370,36
134	A	30	G	4	22	45	15	0	0	173	A,B,C,D,E,F,G	16,32,33,34,35,36
134	A	30	G	4	22	45	15	D,F	2,1	174	A,B,C,D,F,G	16,32,33,288,191,373,36
135	A	30	G	5	29	45	15	0	0	173	A,B,C,D,E,F,G	16,32,33,34,35,36
135	A	30	G	5	29	45	15	D,F	2,1	174	A,B,C,D,F,G	16,32,33,288,191,373,36
135	A	30	G	5	29	52	22	D,F	2,8	175	A,B,C,D,F,G	16,32,33,288,191,374,43
135	A	30	G	5	29	52	22	D,F	9,1	176	A,B,C,D,F,G	16,32,33,289,196,377,43
135	A	37	G	5	29	52	15	0	0	177	A,B,C,D,E,F,G	24,39,40,41,42,43
135	A	37	G	5	29	52	15	D,F	2,1	178	A,B,C,D,F,G	24,39,40,292,196,377,43
136	A	37	G	6	36	52	15	0	0	177	A,B,C,D,E,F,G	24,39,40,41,42,43
136	A	37	G	6	36	52	15	D,F	2,1	178	A,B,C,D,F,G	24,39,40,292,196,377,43
136	A	37	G	6	36	59	22	D,F	2,8	179	A,B,C,D,F,G	24,39,40,292,196,378,50
136	A	37	G	6	36	59	22	D,F	9,1	180	A,B,C,D,F,G	24,39,40,293,201,381,50
136	A	44	G	6	36	59	15	0	0	181	A,B,C,D,E,F,G	31,46,47,48,49,50
136	A	44	G	6	36	59	15	D,F	2,1	182	A,B,C,D,F,G	31,46,47,296,201,381,50
137	A	44	G	7	43	59	15	0	0	181	A,B,C,D,E,F,G	31,46,47,48,49,50
137	A	44	G	7	43	59	15	D,F	2,1	182	A,B,C,D,F,G	31,46,47,296,201,381,50
137	A	44	G	7	43	66	22	D,F	9,1	183	A,B,C,D,F,G	31,46,47,297,206,385,57
137	A	44	G	7	43	66	22	D,F	2,8	184	A,B,C,D,F,G	31,46,47,296,201,382,57
137	A	51	G	7	43	66	15	0	0	185	A,B,C,D,E,F,G	38,53,54,55,56,57
137	A	51	G	7	43	66	15	D,F	2,1	186	A,B,C,D,F,G	38,53,54,300,206,385,57
138	A	51	G	8	50	66	15	0	0	185	A,B,C,D,E,F,G	38,53,54,55,56,57
138	A	51	G	8	50	66	15	D,F	2,1	186	A,B,C,D,F,G	38,53,54,300,206,385,57
138	A	51	G	8	50	73	22	D,F	9,1	187	A,B,C,D,F,G	38,53,54,301,211,389,64
138	A	51	G	8	50	73	22	D,F	2,8	188	A,B,C,D,F,G	38,53,54,300,206,386,64
138	A	58	G	8	50	73	15	0	0	189	A,B,C,D,E,F,G	45,60,61,62,63,64
138	A	58	G	8	50	73	15	D,F	2,1	190	A,B,C,D,F,G	45,60,61,304,211,389,64
139	A	58	G	9	57	73	15	0	0	189	A,B,C,D,E,F,G	45,60,61,62,63,64
139	A	58	G	9	57	73	15	D,F	2,1	190	A,B,C,D,F,G	45,60,61,304,211,389,64
139	A	58	G	9	57	80	22	D,F	2,8	191	A,B,C,D,F,G	45,60,61,304,211,390,71
139	A	58	G	9	57	80	22	D,F	9,1	192	A,B,C,D,F,G	45,60,61,305,216,393,71
139	A	65	G	9	57	80	15	0	0	193	A,B,C,D,E,F,G	52,67,68,69,70,71
139	A	65	G	9	57	80	15	D,F	2,1	194	A,B,C,D,F,G	52,67,68,308,216,393,71
140	A	65	G	10	64	80	15	0	0	193	A,B,C,D,E,F,G	52,67,68,69,70,71
140	A	65	G	10	64	80	15	D,F	2,1	194	A,B,C,D,F,G	52,67,68,308,216,393,71
140	A	65	G	10	64	87	22	D,F	2,8	195	A,B,C,D,F,G	52,67,68,308,216,394,78
140	A	65	G	10	64	87	22	D,F	9,1	196	A,B,C,D,F,G	52,67,68,309,221,397,78
140	A	72	G	10	64	87	15	0	0	197	A,B,C,D,E,F,G	59,74,75,76,77,78
140	A	72	G	10	64	87	15	D,F	2,1	198	A,B,C,D,F,G	59,74,75,312,221,397,78
141	A	72	G	11	71	87	15	0	0	197	A,B,C,D,E,F,G	59,74,75,76,77,78
141	A	72	G	11	71	87	15	D,F	2,1	198	A,B,C,D,F,G	59,74,75,312,221,397,78
