Path ID,OriginPort,OriginTime,DestinationPort,DestinationTime,PathTime,TransshipPort,TransshipTime,PortPath_length,PortPath,Arcs_length,Arcs_ID
70,A1,27,A3,40,13,0,0,4,"A1,A2,A10,A3",3,"569,570,571"
71,A1,34,A3,47,13,0,0,4,"A1,A2,A10,A3",3,"573,574,575"
72,A1,41,A3,54,13,0,0,4,"A1,A2,A10,A3",3,"577,578,579"
73,A1,48,A3,61,13,0,0,4,"A1,A2,A10,A3",3,"581,582,583"
74,A1,55,A3,68,13,0,0,4,"A1,A2,A10,A3",3,"585,586,587"
75,A1,62,A3,75,13,0,0,4,"A1,A2,A10,A3",3,"589,590,591"
76,A1,69,A3,82,13,0,0,4,"A1,A2,A10,A3",3,"593,594,595"
77,A1,76,A3,89,13,0,0,4,"A1,A2,A10,A3",3,"597,598,599"
78,A1,83,A3,96,13,0,0,4,"A1,A2,A10,A3",3,"601,602,603"
79,A1,90,A3,103,13,0,0,4,"A1,A2,A10,A3",3,"605,606,607"
80,A1,97,A3,110,13,0,0,4,"A1,A2,A10,A3",3,"609,610,611"
81,A1,104,A3,117,13,0,0,4,"A1,A2,A10,A3",3,"613,614,615"
82,A1,111,A3,124,13,0,0,4,"A1,A2,A10,A3",3,"617,618,619"
83,A1,118,A3,131,13,0,0,4,"A1,A2,A10,A3",3,"621,622,623"
84,A1,125,A3,138,13,0,0,4,"A1,A2,A10,A3",3,"625,626,627"
85,A1,132,A3,145,13,0,0,4,"A1,A2,A10,A3",3,"629,630,631"
86,A1,139,A3,152,13,0,0,4,"A1,A2,A10,A3",3,"633,634,635"
87,A1,146,A3,159,13,0,0,4,"A1,A2,A10,A3",3,"637,638,639"
88,A1,153,A3,166,13,0,0,4,"A1,A2,A10,A3",3,"641,642,643"
89,A1,160,A3,173,13,0,0,4,"A1,A2,A10,A3",3,"645,646,647"
90,A1,167,A3,180,13,0,0,4,"A1,A2,A10,A3",3,"648,649,650"
91,A1,10,A4,46,36,B2,0,5,"A1,B2,B1,A7,A4",5,"267,1143,655,656,657"
92,A1,10,A4,53,43,B2,7,5,"A1,B2,B1,A7,A4",5,"267,1144,662,663,664"
93,A1,17,A4,53,36,B2,0,5,"A1,B2,B1,A7,A4",5,"274,1161,662,663,664"
94,A1,17,A4,60,43,B2,7,5,"A1,B2,B1,A7,A4",5,"274,1162,669,670,671"
95,A1,24,A4,60,36,B2,0,5,"A1,B2,B1,A7,A4",5,"281,1179,669,670,671"
96,A1,24,A4,67,43,B2,7,5,"A1,B2,B1,A7,A4",5,"281,1180,676,677,678"
97,A1,31,A4,67,36,B2,0,5,"A1,B2,B1,A7,A4",5,"288,1197,676,677,678"
98,A1,31,A4,74,43,B2,7,5,"A1,B2,B1,A7,A4",5,"288,1198,683,684,685"
99,A1,38,A4,74,36,B2,0,5,"A1,B2,B1,A7,A4",5,"295,1215,683,684,685"
100,A1,38,A4,81,43,B2,7,5,"A1,B2,B1,A7,A4",5,"295,1216,690,691,692"
101,A1,45,A4,81,36,B2,0,5,"A1,B2,B1,A7,A4",5,"302,1233,690,691,692"
102,A1,45,A4,88,43,B2,7,5,"A1,B2,B1,A7,A4",5,"302,1234,696,697,698"
103,A1,52,A4,88,36,B2,0,5,"A1,B2,B1,A7,A4",5,"308,1249,696,697,698"
104,A1,52,A4,95,43,B2,7,5,"A1,B2,B1,A7,A4",5,"308,1250,702,703,704"
105,A1,59,A4,95,36,B2,0,5,"A1,B2,B1,A7,A4",5,"314,1265,702,703,704"
106,A1,59,A4,102,43,B2,7,5,"A1,B2,B1,A7,A4",5,"314,1266,708,709,710"
107,A1,66,A4,102,36,B2,0,5,"A1,B2,B1,A7,A4",5,"320,1281,708,709,710"
108,A1,66,A4,109,43,B2,7,5,"A1,B2,B1,A7,A4",5,"320,1282,714,715,716"
109,A1,73,A4,109,36,B2,0,5,"A1,B2,B1,A7,A4",5,"326,1297,714,715,716"
110,A1,73,A4,116,43,B2,7,5,"A1,B2,B1,A7,A4",5,"326,1298,720,721,722"
111,A1,80,A4,116,36,B2,0,5,"A1,B2,B1,A7,A4",5,"332,1313,720,721,722"
112,A1,80,A4,123,43,B2,7,5,"A1,B2,B1,A7,A4",5,"332,1314,726,727,728"
113,A1,87,A4,123,36,B2,0,5,"A1,B2,B1,A7,A4",5,"338,1329,726,727,728"
114,A1,87,A4,130,43,B2,7,5,"A1,B2,B1,A7,A4",5,"338,1330,732,733,734"
115,A1,94,A4,130,36,B2,0,5,"A1,B2,B1,A7,A4",5,"344,1345,732,733,734"
116,A1,94,A4,137,43,B2,7,5,"A1,B2,B1,A7,A4",5,"344,1346,738,739,740"
117,A1,101,A4,137,36,B2,0,5,"A1,B2,B1,A7,A4",5,"350,1361,738,739,740"
118,A1,9,A5,46,37,0,0,5,"A1,B4,B5,A6,A5",4,"438,439,440,441"
119,A1,9,A5,49,40,A6,5,5,"A1,B4,B5,A6,A5",5,"438,439,440,1509,694"
120,A1,10,A5,49,39,B2,0,7,"A1,B2,B1,A7,A4,A6,A5",7,"267,1143,655,656,657,693,694"
121,A1,10,A5,53,43,"B2,A6","0,2",7,"A1,B2,B1,A7,A4,A6,A5",8,"267,1143,655,656,657,693,1986,448"
122,A1,16,A5,53,37,0,0,5,"A1,B4,B5,A6,A5",4,"445,446,447,448"
123,A1,16,A5,56,40,A6,5,5,"A1,B4,B5,A6,A5",5,"445,446,447,1527,700"
124,A1,17,A5,56,39,B2,0,7,"A1,B2,B1,A7,A4,A6,A5",7,"274,1161,662,663,664,699,700"
125,A1,17,A5,60,43,"B2,A6","0,2",7,"A1,B2,B1,A7,A4,A6,A5",8,"274,1161,662,663,664,699,1996,455"
126,A1,23,A5,60,37,0,0,5,"A1,B4,B5,A6,A5",4,"452,453,454,455"
127,A1,23,A5,63,40,A6,5,5,"A1,B4,B5,A6,A5",5,"452,453,454,1545,706"
128,A1,24,A5,63,39,B2,0,7,"A1,B2,B1,A7,A4,A6,A5",7,"281,1179,669,670,671,705,706"
129,A1,24,A5,67,43,"B2,A6","0,2",7,"A1,B2,B1,A7,A4,A6,A5",8,"281,1179,669,670,671,705,2006,462"
130,A1,30,A5,67,37,0,0,5,"A1,B4,B5,A6,A5",4,"459,460,461,462"
131,A1,30,A5,70,40,A6,5,5,"A1,B4,B5,A6,A5",5,"459,460,461,1563,712"
132,A1,31,A5,70,39,B2,0,7,"A1,B2,B1,A7,A4,A6,A5",7,"288,1197,676,677,678,711,712"
133,A1,31,A5,74,43,"B2,A6","0,2",7,"A1,B2,B1,A7,A4,A6,A5",8,"288,1197,676,677,678,711,2016,469"
134,A1,37,A5,74,37,0,0,5,"A1,B4,B5,A6,A5",4,"466,467,468,469"
135,A1,37,A5,77,40,A6,5,5,"A1,B4,B5,A6,A5",5,"466,467,468,1581,718"
136,A1,38,A5,77,39,B2,0,7,"A1,B2,B1,A7,A4,A6,A5",7,"295,1215,683,684,685,717,718"
137,A1,38,A5,81,43,"B2,A6","0,2",7,"A1,B2,B1,A7,A4,A6,A5",8,"295,1215,683,684,685,717,2026,476"
138,A1,44,A5,81,37,0,0,5,"A1,B4,B5,A6,A5",4,"473,474,475,476"
139,A1,44,A5,84,40,A6,5,5,"A1,B4,B5,A6,A5",5,"473,474,475,1599,724"
140,A1,45,A5,84,39,B2,0,7,"A1,B2,B1,A7,A4,A6,A5",7,"302,1233,690,691,692,723,724"
141,A1,45,A5,88,43,"B2,A6","0,2",7,"A1,B2,B1,A7,A4,A6,A5",8,"302,1233,690,691,692,723,2036,482"
142,A1,51,A5,88,37,0,0,5,"A1,B4,B5,A6,A5",4,"479,480,481,482"
143,A1,51,A5,91,40,A6,5,5,"A1,B4,B5,A6,A5",5,"479,480,481,1613,730"
144,A1,52,A5,91,39,B2,0,7,"A1,B2,B1,A7,A4,A6,A5",7,"308,1249,696,697,698,729,730"
145,A1,52,A5,95,43,"B2,A6","0,2",7,"A1,B2,B1,A7,A4,A6,A5",8,"308,1249,696,697,698,729,2046,488"
146,A1,58,A5,95,37,0,0,5,"A1,B4,B5,A6,A5",4,"485,486,487,488"
147,A1,58,A5,98,40,A6,5,5,"A1,B4,B5,A6,A5",5,"485,486,487,1627,736"
148,A1,59,A5,98,39,B2,0,7,"A1,B2,B1,A7,A4,A6,A5",7,"314,1265,702,703,704,735,736"
149,A1,59,A5,102,43,"B2,A6","0,2",7,"A1,B2,B1,A7,A4,A6,A5",8,"314,1265,702,703,704,735,2056,494"
150,A1,65,A5,102,37,0,0,5,"A1,B4,B5,A6,A5",4,"491,492,493,494"
151,A1,65,A5,105,40,A6,5,5,"A1,B4,B5,A6,A5",5,"491,492,493,1641,742"
152,A1,66,A5,105,39,B2,0,7,"A1,B2,B1,A7,A4,A6,A5",7,"320,1281,708,709,710,741,742"
153,A1,66,A5,109,43,"B2,A6","0,2",7,"A1,B2,B1,A7,A4,A6,A5",8,"320,1281,708,709,710,741,2066,500"
154,A1,72,A5,109,37,0,0,5,"A1,B4,B5,A6,A5",4,"497,498,499,500"
155,A1,72,A5,112,40,A6,5,5,"A1,B4,B5,A6,A5",5,"497,498,499,1655,747"
156,A1,73,A5,112,39,B2,0,7,"A1,B2,B1,A7,A4,A6,A5",7,"326,1297,714,715,716,746,747"
157,A1,73,A5,116,43,"B2,A6","0,2",7,"A1,B2,B1,A7,A4,A6,A5",8,"326,1297,714,715,716,746,2076,506"
158,A1,79,A5,116,37,0,0,5,"A1,B4,B5,A6,A5",4,"503,504,505,506"
159,A1,79,A5,119,40,A6,5,5,"A1,B4,B5,A6,A5",5,"503,504,505,1669,752"
160,A1,80,A5,119,39,B2,0,7,"A1,B2,B1,A7,A4,A6,A5",7,"332,1313,720,721,722,751,752"
161,A1,80,A5,123,43,"B2,A6","0,2",7,"A1,B2,B1,A7,A4,A6,A5",8,"332,1313,720,721,722,751,2086,512"
162,A1,86,A5,123,37,0,0,5,"A1,B4,B5,A6,A5",4,"509,510,511,512"
163,A1,86,A5,126,40,A6,5,5,"A1,B4,B5,A6,A5",5,"509,510,511,1683,757"
164,A1,87,A5,126,39,B2,0,7,"A1,B2,B1,A7,A4,A6,A5",7,"338,1329,726,727,728,756,757"
165,A1,87,A5,130,43,"B2,A6","0,2",7,"A1,B2,B1,A7,A4,A6,A5",8,"338,1329,726,727,728,756,2096,518"
166,A1,93,A5,130,37,0,0,5,"A1,B4,B5,A6,A5",4,"515,516,517,518"
167,A1,93,A5,133,40,A6,5,5,"A1,B4,B5,A6,A5",5,"515,516,517,1697,762"
168,A1,94,A5,133,39,B2,0,7,"A1,B2,B1,A7,A4,A6,A5",7,"344,1345,732,733,734,761,762"
169,A1,94,A5,137,43,"B2,A6","0,2",7,"A1,B2,B1,A7,A4,A6,A5",8,"344,1345,732,733,734,761,2106,524"
170,A1,100,A5,137,37,0,0,5,"A1,B4,B5,A6,A5",4,"521,522,523,524"
171,A1,100,A5,140,40,A6,5,5,"A1,B4,B5,A6,A5",5,"521,522,523,1711,767"
172,A1,101,A5,140,39,B2,0,7,"A1,B2,B1,A7,A4,A6,A5",7,"350,1361,738,739,740,766,767"
173,A1,9,A6,43,34,0,0,4,"A1,B4,B5,A6",3,"438,439,440"
174,A1,10,A6,48,38,B2,0,6,"A1,B2,B1,A7,A4,A6",6,"267,1143,655,656,657,693"
175,A1,10,A6,51,41,"B2,A4","0,3",7,"A1,B2,B1,A7,A4,A9,A6",8,"267,1143,655,656,657,1984,784,812"
176,A1,16,A6,50,34,0,0,4,"A1,B4,B5,A6",3,"445,446,447"
177,A1,17,A6,55,38,B2,0,6,"A1,B2,B1,A7,A4,A6",6,"274,1161,662,663,664,699"
178,A1,17,A6,58,41,"B2,A4","0,3",7,"A1,B2,B1,A7,A4,A9,A6",8,"274,1161,662,663,664,1994,791,818"
179,A1,23,A6,57,34,0,0,4,"A1,B4,B5,A6",3,"452,453,454"
180,A1,24,A6,62,38,B2,0,6,"A1,B2,B1,A7,A4,A6",6,"281,1179,669,670,671,705"
181,A1,24,A6,65,41,"B2,A4","0,3",7,"A1,B2,B1,A7,A4,A9,A6",8,"281,1179,669,670,671,2004,798,824"
182,A1,30,A6,64,34,0,0,4,"A1,B4,B5,A6",3,"459,460,461"
183,A1,31,A6,69,38,B2,0,6,"A1,B2,B1,A7,A4,A6",6,"288,1197,676,677,678,711"
184,A1,31,A6,72,41,"B2,A4","0,3",7,"A1,B2,B1,A7,A4,A9,A6",8,"288,1197,676,677,678,2014,805,830"
185,A1,37,A6,71,34,0,0,4,"A1,B4,B5,A6",3,"466,467,468"
186,A1,38,A6,76,38,B2,0,6,"A1,B2,B1,A7,A4,A6",6,"295,1215,683,684,685,717"
187,A1,38,A6,79,41,"B2,A4","0,3",7,"A1,B2,B1,A7,A4,A9,A6",8,"295,1215,683,684,685,2024,811,836"
188,A1,44,A6,78,34,0,0,4,"A1,B4,B5,A6",3,"473,474,475"
189,A1,45,A6,83,38,B2,0,6,"A1,B2,B1,A7,A4,A6",6,"302,1233,690,691,692,723"
190,A1,45,A6,86,41,"B2,A4","0,3",7,"A1,B2,B1,A7,A4,A9,A6",8,"302,1233,690,691,692,2034,817,842"
191,A1,51,A6,85,34,0,0,4,"A1,B4,B5,A6",3,"479,480,481"
192,A1,52,A6,90,38,B2,0,6,"A1,B2,B1,A7,A4,A6",6,"308,1249,696,697,698,729"
193,A1,52,A6,93,41,"B2,A4","0,3",7,"A1,B2,B1,A7,A4,A9,A6",8,"308,1249,696,697,698,2044,823,848"
194,A1,58,A6,92,34,0,0,4,"A1,B4,B5,A6",3,"485,486,487"
195,A1,59,A6,97,38,B2,0,6,"A1,B2,B1,A7,A4,A6",6,"314,1265,702,703,704,735"
196,A1,59,A6,100,41,"B2,A4","0,3",7,"A1,B2,B1,A7,A4,A9,A6",8,"314,1265,702,703,704,2054,829,854"
197,A1,65,A6,99,34,0,0,4,"A1,B4,B5,A6",3,"491,492,493"
198,A1,66,A6,104,38,B2,0,6,"A1,B2,B1,A7,A4,A6",6,"320,1281,708,709,710,741"
199,A1,66,A6,107,41,"B2,A4","0,3",7,"A1,B2,B1,A7,A4,A9,A6",8,"320,1281,708,709,710,2064,835,860"
200,A1,72,A6,106,34,0,0,4,"A1,B4,B5,A6",3,"497,498,499"
201,A1,73,A6,111,38,B2,0,6,"A1,B2,B1,A7,A4,A6",6,"326,1297,714,715,716,746"
202,A1,73,A6,114,41,"B2,A4","0,3",7,"A1,B2,B1,A7,A4,A9,A6",8,"326,1297,714,715,716,2074,841,866"
203,A1,79,A6,113,34,0,0,4,"A1,B4,B5,A6",3,"503,504,505"
204,A1,80,A6,118,38,B2,0,6,"A1,B2,B1,A7,A4,A6",6,"332,1313,720,721,722,751"
205,A1,80,A6,121,41,"B2,A4","0,3",7,"A1,B2,B1,A7,A4,A9,A6",8,"332,1313,720,721,722,2084,847,871"
206,A1,86,A6,120,34,0,0,4,"A1,B4,B5,A6",3,"509,510,511"
207,A1,87,A6,125,38,B2,0,6,"A1,B2,B1,A7,A4,A6",6,"338,1329,726,727,728,756"
208,A1,87,A6,128,41,"B2,A4","0,3",7,"A1,B2,B1,A7,A4,A9,A6",8,"338,1329,726,727,728,2094,853,876"
209,A1,93,A6,127,34,0,0,4,"A1,B4,B5,A6",3,"515,516,517"
210,A1,94,A6,132,38,B2,0,6,"A1,B2,B1,A7,A4,A6",6,"344,1345,732,733,734,761"
211,A1,94,A6,135,41,"B2,A4","0,3",7,"A1,B2,B1,A7,A4,A9,A6",8,"344,1345,732,733,734,2104,859,881"
212,A1,100,A6,134,34,0,0,4,"A1,B4,B5,A6",3,"521,522,523"
213,A1,101,A6,139,38,B2,0,6,"A1,B2,B1,A7,A4,A6",6,"350,1361,738,739,740,766"
214,A1,101,A6,142,41,"B2,A4","0,3",7,"A1,B2,B1,A7,A4,A9,A6",8,"350,1361,738,739,740,2113,865,886"
215,A1,107,A6,141,34,0,0,4,"A1,B4,B5,A6",3,"527,528,529"
216,A1,114,A6,148,34,0,0,4,"A1,B4,B5,A6",3,"532,533,534"
217,A1,121,A6,155,34,0,0,4,"A1,B4,B5,A6",3,"537,538,539"
218,A1,128,A6,162,34,0,0,4,"A1,B4,B5,A6",3,"542,543,544"
219,A1,135,A6,169,34,0,0,4,"A1,B4,B5,A6",3,"547,548,549"
220,A1,142,A6,176,34,0,0,4,"A1,B4,B5,A6",3,"552,553,554"
221,A1,10,A7,45,35,B2,0,4,"A1,B2,B1,A7",4,"267,1143,655,656"
222,A1,17,A7,52,35,B2,0,4,"A1,B2,B1,A7",4,"274,1161,662,663"
223,A1,24,A7,59,35,B2,0,4,"A1,B2,B1,A7",4,"281,1179,669,670"
224,A1,31,A7,66,35,B2,0,4,"A1,B2,B1,A7",4,"288,1197,676,677"
225,A1,38,A7,73,35,B2,0,4,"A1,B2,B1,A7",4,"295,1215,683,684"
226,A1,45,A7,80,35,B2,0,4,"A1,B2,B1,A7",4,"302,1233,690,691"
227,A1,52,A7,87,35,B2,0,4,"A1,B2,B1,A7",4,"308,1249,696,697"
228,A1,59,A7,94,35,B2,0,4,"A1,B2,B1,A7",4,"314,1265,702,703"
229,A1,66,A7,101,35,B2,0,4,"A1,B2,B1,A7",4,"320,1281,708,709"
230,A1,73,A7,108,35,B2,0,4,"A1,B2,B1,A7",4,"326,1297,714,715"
231,A1,80,A7,115,35,B2,0,4,"A1,B2,B1,A7",4,"332,1313,720,721"
232,A1,87,A7,122,35,B2,0,4,"A1,B2,B1,A7",4,"338,1329,726,727"
233,A1,94,A7,129,35,B2,0,4,"A1,B2,B1,A7",4,"344,1345,732,733"
234,A1,101,A7,136,35,B2,0,4,"A1,B2,B1,A7",4,"350,1361,738,739"
235,A1,108,A7,143,35,B2,0,4,"A1,B2,B1,A7",4,"356,1377,744,745"
236,A1,115,A7,150,35,B2,0,4,"A1,B2,B1,A7",4,"361,1393,749,750"
237,A1,122,A7,157,35,B2,0,4,"A1,B2,B1,A7",4,"366,1409,754,755"
238,A1,129,A7,164,35,B2,0,4,"A1,B2,B1,A7",4,"371,1424,759,760"
239,A1,136,A7,171,35,B2,0,4,"A1,B2,B1,A7",4,"376,1436,764,765"
240,A1,143,A7,178,35,B2,0,4,"A1,B2,B1,A7",4,"381,1444,769,770"
241,A1,10,A8,47,37,0,0,5,"A1,B2,B3,D1,A8",4,"267,268,269,270"
242,A1,17,A8,54,37,0,0,5,"A1,B2,B3,D1,A8",4,"274,275,276,277"
243,A1,24,A8,61,37,0,0,5,"A1,B2,B3,D1,A8",4,"281,282,283,284"
244,A1,31,A8,68,37,0,0,5,"A1,B2,B3,D1,A8",4,"288,289,290,291"
245,A1,38,A8,75,37,0,0,5,"A1,B2,B3,D1,A8",4,"295,296,297,298"
246,A1,45,A8,82,37,0,0,5,"A1,B2,B3,D1,A8",4,"302,303,304,305"
247,A1,52,A8,89,37,0,0,5,"A1,B2,B3,D1,A8",4,"308,309,310,311"
248,A1,59,A8,96,37,0,0,5,"A1,B2,B3,D1,A8",4,"314,315,316,317"
249,A1,66,A8,103,37,0,0,5,"A1,B2,B3,D1,A8",4,"320,321,322,323"
250,A1,73,A8,110,37,0,0,5,"A1,B2,B3,D1,A8",4,"326,327,328,329"
251,A1,80,A8,117,37,0,0,5,"A1,B2,B3,D1,A8",4,"332,333,334,335"
252,A1,87,A8,124,37,0,0,5,"A1,B2,B3,D1,A8",4,"338,339,340,341"
253,A1,94,A8,131,37,0,0,5,"A1,B2,B3,D1,A8",4,"344,345,346,347"
254,A1,101,A8,138,37,0,0,5,"A1,B2,B3,D1,A8",4,"350,351,352,353"
255,A1,108,A8,145,37,0,0,5,"A1,B2,B3,D1,A8",4,"356,357,358,359"
256,A1,115,A8,152,37,0,0,5,"A1,B2,B3,D1,A8",4,"361,362,363,364"
257,A1,122,A8,159,37,0,0,5,"A1,B2,B3,D1,A8",4,"366,367,368,369"
258,A1,129,A8,166,37,0,0,5,"A1,B2,B3,D1,A8",4,"371,372,373,374"
259,A1,136,A8,173,37,0,0,5,"A1,B2,B3,D1,A8",4,"376,377,378,379"
260,A1,143,A8,180,37,0,0,5,"A1,B2,B3,D1,A8",4,"381,382,383,384"
261,A1,10,A9,50,40,"B2,A4","0,3",6,"A1,B2,B1,A7,A4,A9",7,"267,1143,655,656,657,1984,784"
262,A1,17,A9,57,40,"B2,A4","0,3",6,"A1,B2,B1,A7,A4,A9",7,"274,1161,662,663,664,1994,791"
263,A1,24,A9,64,40,"B2,A4","0,3",6,"A1,B2,B1,A7,A4,A9",7,"281,1179,669,670,671,2004,798"
264,A1,31,A9,71,40,"B2,A4","0,3",6,"A1,B2,B1,A7,A4,A9",7,"288,1197,676,677,678,2014,805"
265,A1,38,A9,78,40,"B2,A4","0,3",6,"A1,B2,B1,A7,A4,A9",7,"295,1215,683,684,685,2024,811"
266,A1,45,A9,85,40,"B2,A4","0,3",6,"A1,B2,B1,A7,A4,A9",7,"302,1233,690,691,692,2034,817"
267,A1,52,A9,92,40,"B2,A4","0,3",6,"A1,B2,B1,A7,A4,A9",7,"308,1249,696,697,698,2044,823"
268,A1,59,A9,99,40,"B2,A4","0,3",6,"A1,B2,B1,A7,A4,A9",7,"314,1265,702,703,704,2054,829"
269,A1,66,A9,106,40,"B2,A4","0,3",6,"A1,B2,B1,A7,A4,A9",7,"320,1281,708,709,710,2064,835"
270,A1,73,A9,113,40,"B2,A4","0,3",6,"A1,B2,B1,A7,A4,A9",7,"326,1297,714,715,716,2074,841"
271,A1,80,A9,120,40,"B2,A4","0,3",6,"A1,B2,B1,A7,A4,A9",7,"332,1313,720,721,722,2084,847"
272,A1,87,A9,127,40,"B2,A4","0,3",6,"A1,B2,B1,A7,A4,A9",7,"338,1329,726,727,728,2094,853"
273,A1,94,A9,134,40,"B2,A4","0,3",6,"A1,B2,B1,A7,A4,A9",7,"344,1345,732,733,734,2104,859"
274,A1,101,A9,141,40,"B2,A4","0,3",6,"A1,B2,B1,A7,A4,A9",7,"350,1361,738,739,740,2113,865"
275,A1,10,B1,27,17,B2,0,3,"A1,B2,B1",3,"267,1143,655"
