RequestID	OriginPort	OriginTime	DestinationPort	RoundTrip	W_i_Earlist	ArrivalTime_to_Destination	PathTime	TransshipPort	TransshipTime	Port_Path	PathID	ArcIDs
66	A1	101	A4	14	92	137	36	B2	0	117	A1,B2,B1,A7,A4	350,1361,738,739,740
67	A1	101	A4	15	99	137	36	B2	0	117	A1,B2,B1,A7,A4	350,1361,738,739,740
79	A1	9	A5	1	1	46	37	0	0	118	A1,B4,B5,A6,A5	438,439,440,441
79	A1	9	A5	1	1	49	40	A6	5	119	A1,B4,B5,A6,A5	438,439,440,1509,694
79	A1	10	A5	1	1	49	39	B2	0	120	A1,B2,B1,A7,A4,A6,A5	267,1143,655,656,657,693,694
80	A1	9	A5	2	8	46	37	0	0	118	A1,B4,B5,A6,A5	438,439,440,441
80	A1	9	A5	2	8	49	40	A6	5	119	A1,B4,B5,A6,A5	438,439,440,1509,694
80	A1	10	A5	2	8	49	39	B2	0	120	A1,B2,B1,A7,A4,A6,A5	267,1143,655,656,657,693,694
80	A1	10	A5	2	8	53	43	B2,A6	0,2	121	A1,B2,B1,A7,A4,A6,A5	267,1143,655,656,657,693,1986,448
80	A1	16	A5	2	8	53	37	0	0	122	A1,B4,B5,A6,A5	445,446,447,448
80	A1	16	A5	2	8	56	40	A6	5	123	A1,B4,B5,A6,A5	445,446,447,1527,700
80	A1	17	A5	2	8	56	39	B2	0	124	A1,B2,B1,A7,A4,A6,A5	274,1161,662,663,664,699,700
81	A1	16	A5	3	15	53	37	0	0	122	A1,B4,B5,A6,A5	445,446,447,448
81	A1	16	A5	3	15	56	40	A6	5	123	A1,B4,B5,A6,A5	445,446,447,1527,700
81	A1	17	A5	3	15	56	39	B2	0	124	A1,B2,B1,A7,A4,A6,A5	274,1161,662,663,664,699,700
81	A1	17	A5	3	15	60	43	B2,A6	0,2	125	A1,B2,B1,A7,A4,A6,A5	274,1161,662,663,664,699,1996,455
81	A1	23	A5	3	15	60	37	0	0	126	A1,B4,B5,A6,A5	452,453,454,455
81	A1	23	A5	3	15	63	40	A6	5	127	A1,B4,B5,A6,A5	452,453,454,1545,706
81	A1	24	A5	3	15	63	39	B2	0	128	A1,B2,B1,A7,A4,A6,A5	281,1179,669,670,671,705,706
82	A1	23	A5	4	22	60	37	0	0	126	A1,B4,B5,A6,A5	452,453,454,455
82	A1	23	A5	4	22	63	40	A6	5	127	A1,B4,B5,A6,A5	452,453,454,1545,706
82	A1	24	A5	4	22	63	39	B2	0	128	A1,B2,B1,A7,A4,A6,A5	281,1179,669,670,671,705,706
82	A1	24	A5	4	22	67	43	B2,A6	0,2	129	A1,B2,B1,A7,A4,A6,A5	281,1179,669,670,671,705,2006,462
82	A1	30	A5	4	22	67	37	0	0	130	A1,B4,B5,A6,A5	459,460,461,462
82	A1	30	A5	4	22	70	40	A6	5	131	A1,B4,B5,A6,A5	459,460,461,1563,712
82	A1	31	A5	4	22	70	39	B2	0	132	A1,B2,B1,A7,A4,A6,A5	288,1197,676,677,678,711,712
83	A1	30	A5	5	29	67	37	0	0	130	A1,B4,B5,A6,A5	459,460,461,462
83	A1	30	A5	5	29	70	40	A6	5	131	A1,B4,B5,A6,A5	459,460,461,1563,712
83	A1	31	A5	5	29	70	39	B2	0	132	A1,B2,B1,A7,A4,A6,A5	288,1197,676,677,678,711,712
83	A1	31	A5	5	29	74	43	B2,A6	0,2	133	A1,B2,B1,A7,A4,A6,A5	288,1197,676,677,678,711,2016,469
83	A1	37	A5	5	29	74	37	0	0	134	A1,B4,B5,A6,A5	466,467,468,469
83	A1	37	A5	5	29	77	40	A6	5	135	A1,B4,B5,A6,A5	466,467,468,1581,718
83	A1	38	A5	5	29	77	39	B2	0	136	A1,B2,B1,A7,A4,A6,A5	295,1215,683,684,685,717,718
84	A1	37	A5	6	36	74	37	0	0	134	A1,B4,B5,A6,A5	466,467,468,469
84	A1	37	A5	6	36	77	40	A6	5	135	A1,B4,B5,A6,A5	466,467,468,1581,718
84	A1	38	A5	6	36	77	39	B2	0	136	A1,B2,B1,A7,A4,A6,A5	295,1215,683,684,685,717,718
84	A1	38	A5	6	36	81	43	B2,A6	0,2	137	A1,B2,B1,A7,A4,A6,A5	295,1215,683,684,685,717,2026,476
84	A1	44	A5	6	36	81	37	0	0	138	A1,B4,B5,A6,A5	473,474,475,476
84	A1	44	A5	6	36	84	40	A6	5	139	A1,B4,B5,A6,A5	473,474,475,1599,724
84	A1	45	A5	6	36	84	39	B2	0	140	A1,B2,B1,A7,A4,A6,A5	302,1233,690,691,692,723,724
85	A1	44	A5	7	43	81	37	0	0	138	A1,B4,B5,A6,A5	473,474,475,476
85	A1	44	A5	7	43	84	40	A6	5	139	A1,B4,B5,A6,A5	473,474,475,1599,724
85	A1	45	A5	7	43	84	39	B2	0	140	A1,B2,B1,A7,A4,A6,A5	302,1233,690,691,692,723,724
85	A1	45	A5	7	43	88	43	B2,A6	0,2	141	A1,B2,B1,A7,A4,A6,A5	302,1233,690,691,692,723,2036,482
85	A1	51	A5	7	43	88	37	0	0	142	A1,B4,B5,A6,A5	479,480,481,482
85	A1	51	A5	7	43	91	40	A6	5	143	A1,B4,B5,A6,A5	479,480,481,1613,730
85	A1	52	A5	7	43	91	39	B2	0	144	A1,B2,B1,A7,A4,A6,A5	308,1249,696,697,698,729,730
86	A1	51	A5	8	50	88	37	0	0	142	A1,B4,B5,A6,A5	479,480,481,482
86	A1	51	A5	8	50	91	40	A6	5	143	A1,B4,B5,A6,A5	479,480,481,1613,730
86	A1	52	A5	8	50	91	39	B2	0	144	A1,B2,B1,A7,A4,A6,A5	308,1249,696,697,698,729,730
86	A1	52	A5	8	50	95	43	B2,A6	0,2	145	A1,B2,B1,A7,A4,A6,A5	308,1249,696,697,698,729,2046,488
86	A1	58	A5	8	50	95	37	0	0	146	A1,B4,B5,A6,A5	485,486,487,488
86	A1	58	A5	8	50	98	40	A6	5	147	A1,B4,B5,A6,A5	485,486,487,1627,736
86	A1	59	A5	8	50	98	39	B2	0	148	A1,B2,B1,A7,A4,A6,A5	314,1265,702,703,704,735,736
87	A1	58	A5	9	57	95	37	0	0	146	A1,B4,B5,A6,A5	485,486,487,488
87	A1	58	A5	9	57	98	40	A6	5	147	A1,B4,B5,A6,A5	485,486,487,1627,736
87	A1	59	A5	9	57	98	39	B2	0	148	A1,B2,B1,A7,A4,A6,A5	314,1265,702,703,704,735,736
87	A1	59	A5	9	57	102	43	B2,A6	0,2	149	A1,B2,B1,A7,A4,A6,A5	314,1265,702,703,704,735,2056,494
87	A1	65	A5	9	57	102	37	0	0	150	A1,B4,B5,A6,A5	491,492,493,494
87	A1	65	A5	9	57	105	40	A6	5	151	A1,B4,B5,A6,A5	491,492,493,1641,742
87	A1	66	A5	9	57	105	39	B2	0	152	A1,B2,B1,A7,A4,A6,A5	320,1281,708,709,710,741,742
88	A1	65	A5	10	64	102	37	0	0	150	A1,B4,B5,A6,A5	491,492,493,494
88	A1	65	A5	10	64	105	40	A6	5	151	A1,B4,B5,A6,A5	491,492,493,1641,742
88	A1	66	A5	10	64	105	39	B2	0	152	A1,B2,B1,A7,A4,A6,A5	320,1281,708,709,710,741,742
88	A1	66	A5	10	64	109	43	B2,A6	0,2	153	A1,B2,B1,A7,A4,A6,A5	320,1281,708,709,710,741,2066,500
88	A1	72	A5	10	64	109	37	0	0	154	A1,B4,B5,A6,A5	497,498,499,500
88	A1	72	A5	10	64	112	40	A6	5	155	A1,B4,B5,A6,A5	497,498,499,1655,747
88	A1	73	A5	10	64	112	39	B2	0	156	A1,B2,B1,A7,A4,A6,A5	326,1297,714,715,716,746,747
89	A1	72	A5	11	71	109	37	0	0	154	A1,B4,B5,A6,A5	497,498,499,500
89	A1	72	A5	11	71	112	40	A6	5	155	A1,B4,B5,A6,A5	497,498,499,1655,747
89	A1	73	A5	11	71	112	39	B2	0	156	A1,B2,B1,A7,A4,A6,A5	326,1297,714,715,716,746,747
89	A1	73	A5	11	71	116	43	B2,A6	0,2	157	A1,B2,B1,A7,A4,A6,A5	326,1297,714,715,716,746,2076,506
89	A1	79	A5	11	71	116	37	0	0	158	A1,B4,B5,A6,A5	503,504,505,506
89	A1	79	A5	11	71	119	40	A6	5	159	A1,B4,B5,A6,A5	503,504,505,1669,752
89	A1	80	A5	11	71	119	39	B2	0	160	A1,B2,B1,A7,A4,A6,A5	332,1313,720,721,722,751,752
90	A1	79	A5	12	78	116	37	0	0	158	A1,B4,B5,A6,A5	503,504,505,506
90	A1	79	A5	12	78	119	40	A6	5	159	A1,B4,B5,A6,A5	503,504,505,1669,752
90	A1	80	A5	12	78	119	39	B2	0	160	A1,B2,B1,A7,A4,A6,A5	332,1313,720,721,722,751,752
90	A1	80	A5	12	78	123	43	B2,A6	0,2	161	A1,B2,B1,A7,A4,A6,A5	332,1313,720,721,722,751,2086,512
90	A1	86	A5	12	78	123	37	0	0	162	A1,B4,B5,A6,A5	509,510,511,512
90	A1	86	A5	12	78	126	40	A6	5	163	A1,B4,B5,A6,A5	509,510,511,1683,757
90	A1	87	A5	12	78	126	39	B2	0	164	A1,B2,B1,A7,A4,A6,A5	338,1329,726,727,728,756,757
91	A1	86	A5	13	85	123	37	0	0	162	A1,B4,B5,A6,A5	509,510,511,512
91	A1	86	A5	13	85	126	40	A6	5	163	A1,B4,B5,A6,A5	509,510,511,1683,757
91	A1	87	A5	13	85	126	39	B2	0	164	A1,B2,B1,A7,A4,A6,A5	338,1329,726,727,728,756,757
91	A1	87	A5	13	85	130	43	B2,A6	0,2	165	A1,B2,B1,A7,A4,A6,A5	338,1329,726,727,728,756,2096,518
91	A1	93	A5	13	85	130	37	0	0	166	A1,B4,B5,A6,A5	515,516,517,518
91	A1	93	A5	13	85	133	40	A6	5	167	A1,B4,B5,A6,A5	515,516,517,1697,762
91	A1	94	A5	13	85	133	39	B2	0	168	A1,B2,B1,A7,A4,A6,A5	344,1345,732,733,734,761,762
92	A1	93	A5	14	92	130	37	0	0	166	A1,B4,B5,A6,A5	515,516,517,518
92	A1	93	A5	14	92	133	40	A6	5	167	A1,B4,B5,A6,A5	515,516,517,1697,762
92	A1	94	A5	14	92	133	39	B2	0	168	A1,B2,B1,A7,A4,A6,A5	344,1345,732,733,734,761,762
92	A1	94	A5	14	92	137	43	B2,A6	0,2	169	A1,B2,B1,A7,A4,A6,A5	344,1345,732,733,734,761,2106,524
92	A1	100	A5	14	92	137	37	0	0	170	A1,B4,B5,A6,A5	521,522,523,524
92	A1	100	A5	14	92	140	40	A6	5	171	A1,B4,B5,A6,A5	521,522,523,1711,767
92	A1	101	A5	14	92	140	39	B2	0	172	A1,B2,B1,A7,A4,A6,A5	350,1361,738,739,740,766,767
93	A1	100	A5	15	99	137	37	0	0	170	A1,B4,B5,A6,A5	521,522,523,524
93	A1	100	A5	15	99	140	40	A6	5	171	A1,B4,B5,A6,A5	521,522,523,1711,767
93	A1	101	A5	15	99	140	39	B2	0	172	A1,B2,B1,A7,A4,A6,A5	350,1361,738,739,740,766,767
105	A1	9	A6	1	1	43	34	0	0	173	A1,B4,B5,A6	438,439,440
105	A1	10	A6	1	1	48	38	B2	0	174	A1,B2,B1,A7,A4,A6	267,1143,655,656,657,693
106	A1	9	A6	2	8	43	34	0	0	173	A1,B4,B5,A6	438,439,440
106	A1	10	A6	2	8	48	38	B2	0	174	A1,B2,B1,A7,A4,A6	267,1143,655,656,657,693
106	A1	10	A6	2	8	51	41	B2,A4	0,3	175	A1,B2,B1,A7,A4,A9,A6	267,1143,655,656,657,1984,784,812
106	A1	16	A6	2	8	50	34	0	0	176	A1,B4,B5,A6	445,446,447
106	A1	17	A6	2	8	55	38	B2	0	177	A1,B2,B1,A7,A4,A6	274,1161,662,663,664,699
107	A1	16	A6	3	15	50	34	0	0	176	A1,B4,B5,A6	445,446,447
107	A1	17	A6	3	15	55	38	B2	0	177	A1,B2,B1,A7,A4,A6	274,1161,662,663,664,699
107	A1	17	A6	3	15	58	41	B2,A4	0,3	178	A1,B2,B1,A7,A4,A9,A6	274,1161,662,663,664,1994,791,818
107	A1	23	A6	3	15	57	34	0	0	179	A1,B4,B5,A6	452,453,454
107	A1	24	A6	3	15	62	38	B2	0	180	A1,B2,B1,A7,A4,A6	281,1179,669,670,671,705
108	A1	23	A6	4	22	57	34	0	0	179	A1,B4,B5,A6	452,453,454
108	A1	24	A6	4	22	62	38	B2	0	180	A1,B2,B1,A7,A4,A6	281,1179,669,670,671,705
108	A1	24	A6	4	22	65	41	B2,A4	0,3	181	A1,B2,B1,A7,A4,A9,A6	281,1179,669,670,671,2004,798,824
108	A1	30	A6	4	22	64	34	0	0	182	A1,B4,B5,A6	459,460,461
108	A1	31	A6	4	22	69	38	B2	0	183	A1,B2,B1,A7,A4,A6	288,1197,676,677,678,711
109	A1	30	A6	5	29	64	34	0	0	182	A1,B4,B5,A6	459,460,461
109	A1	31	A6	5	29	69	38	B2	0	183	A1,B2,B1,A7,A4,A6	288,1197,676,677,678,711
109	A1	31	A6	5	29	72	41	B2,A4	0,3	184	A1,B2,B1,A7,A4,A9,A6	288,1197,676,677,678,2014,805,830
109	A1	37	A6	5	29	71	34	0	0	185	A1,B4,B5,A6	466,467,468
109	A1	38	A6	5	29	76	38	B2	0	186	A1,B2,B1,A7,A4,A6	295,1215,683,684,685,717
110	A1	37	A6	6	36	71	34	0	0	185	A1,B4,B5,A6	466,467,468
110	A1	38	A6	6	36	76	38	B2	0	186	A1,B2,B1,A7,A4,A6	295,1215,683,684,685,717
110	A1	38	A6	6	36	79	41	B2,A4	0,3	187	A1,B2,B1,A7,A4,A9,A6	295,1215,683,684,685,2024,811,836
110	A1	44	A6	6	36	78	34	0	0	188	A1,B4,B5,A6	473,474,475
110	A1	45	A6	6	36	83	38	B2	0	189	A1,B2,B1,A7,A4,A6	302,1233,690,691,692,723
111	A1	44	A6	7	43	78	34	0	0	188	A1,B4,B5,A6	473,474,475
111	A1	45	A6	7	43	83	38	B2	0	189	A1,B2,B1,A7,A4,A6	302,1233,690,691,692,723
111	A1	45	A6	7	43	86	41	B2,A4	0,3	190	A1,B2,B1,A7,A4,A9,A6	302,1233,690,691,692,2034,817,842
111	A1	51	A6	7	43	85	34	0	0	191	A1,B4,B5,A6	479,480,481
111	A1	52	A6	7	43	90	38	B2	0	192	A1,B2,B1,A7,A4,A6	308,1249,696,697,698,729
112	A1	51	A6	8	50	85	34	0	0	191	A1,B4,B5,A6	479,480,481
112	A1	52	A6	8	50	90	38	B2	0	192	A1,B2,B1,A7,A4,A6	308,1249,696,697,698,729
112	A1	52	A6	8	50	93	41	B2,A4	0,3	193	A1,B2,B1,A7,A4,A9,A6	308,1249,696,697,698,2044,823,848
112	A1	58	A6	8	50	92	34	0	0	194	A1,B4,B5,A6	485,486,487
112	A1	59	A6	8	50	97	38	B2	0	195	A1,B2,B1,A7,A4,A6	314,1265,702,703,704,735
113	A1	58	A6	9	57	92	34	0	0	194	A1,B4,B5,A6	485,486,487
113	A1	59	A6	9	57	97	38	B2	0	195	A1,B2,B1,A7,A4,A6	314,1265,702,703,704,735
113	A1	59	A6	9	57	100	41	B2,A4	0,3	196	A1,B2,B1,A7,A4,A9,A6	314,1265,702,703,704,2054,829,854
113	A1	65	A6	9	57	99	34	0	0	197	A1,B4,B5,A6	491,492,493
113	A1	66	A6	9	57	104	38	B2	0	198	A1,B2,B1,A7,A4,A6	320,1281,708,709,710,741
114	A1	65	A6	10	64	99	34	0	0	197	A1,B4,B5,A6	491,492,493
114	A1	66	A6	10	64	104	38	B2	0	198	A1,B2,B1,A7,A4,A6	320,1281,708,709,710,741
114	A1	66	A6	10	64	107	41	B2,A4	0,3	199	A1,B2,B1,A7,A4,A9,A6	320,1281,708,709,710,2064,835,860
114	A1	72	A6	10	64	106	34	0	0	200	A1,B4,B5,A6	497,498,499
114	A1	73	A6	10	64	111	38	B2	0	201	A1,B2,B1,A7,A4,A6	326,1297,714,715,716,746
115	A1	72	A6	11	71	106	34	0	0	200	A1,B4,B5,A6	497,498,499
115	A1	73	A6	11	71	111	38	B2	0	201	A1,B2,B1,A7,A4,A6	326,1297,714,715,716,746
115	A1	73	A6	11	71	114	41	B2,A4	0,3	202	A1,B2,B1,A7,A4,A9,A6	326,1297,714,715,716,2074,841,866
115	A1	79	A6	11	71	113	34	0	0	203	A1,B4,B5,A6	503,504,505
115	A1	80	A6	11	71	118	38	B2	0	204	A1,B2,B1,A7,A4,A6	332,1313,720,721,722,751
116	A1	79	A6	12	78	113	34	0	0	203	A1,B4,B5,A6	503,504,505
116	A1	80	A6	12	78	118	38	B2	0	204	A1,B2,B1,A7,A4,A6	332,1313,720,721,722,751
